"Wk","Home","Away","league_conseq","league_conseq.home","league_conseq.away","home_can_win_league","home_can_reach_champions","home_can_reach_europa","home_can_be_relegated","away_can_win_league","away_can_reach_champions","away_can_reach_europa","away_can_be_relegated","Season_End_Year","Competition_Name","Gender","Country","Round","Day","Date","Time","HomeGoals","Home_xG","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL","home_points_at_start","home_max_points","home_locked_league_win","home_locked_champions","home_locked_europa","home_locked_relegation","away_points_at_start","away_max_points","away_locked_league_win","away_locked_champions","away_locked_europa","away_locked_relegation"
15,"Lazio","Sampdoria",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17873,"20:30",2,4,2,0.8,28000,"Stadio Olimpico","Davide Massa",NA,"https://fbref.com/en/matches/1559672b/Lazio-Sampdoria-December-8-2018-Serie-A",24,93,0,0,0,0,19,88,0,0,0,0
15,"Sassuolo","Fiorentina",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17874,"12:30",3,1,3,2.2,11436,"Stadio Città del Tricolore","Daniele Chiffi",NA,"https://fbref.com/en/matches/dc61be38/Sassuolo-Fiorentina-December-9-2018-Serie-A",20,89,0,0,0,0,18,87,0,0,0,0
15,"Udinese","Atalanta",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17874,"15:00",1,1,3,2.2,24413,"Dacia Arena","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/37563323/Udinese-Atalanta-December-9-2018-Serie-A",13,82,0,0,0,0,18,87,0,0,0,0
15,"Parma","Chievo",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17874,"15:00",1,1.6,1,1.6,13994,"Stadio Ennio Tardini","Federico La Penna",NA,"https://fbref.com/en/matches/481c1923/Parma-Chievo-December-9-2018-Serie-A",20,89,0,0,0,0,5,74,0,0,0,0
15,"Empoli","Bologna",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17874,"15:00",2,2,1,2.4,8379,"Stadio Carlo Castellani","Paolo Valeri",NA,"https://fbref.com/en/matches/51f07929/Empoli-Bologna-December-9-2018-Serie-A",13,82,0,0,0,0,11,80,0,0,0,0
15,"Genoa","SPAL",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17874,"18:00",1,1,1,2,19571,"Stadio Comunale Luigi Ferraris","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/4b694569/Genoa-SPAL-December-9-2018-Serie-A",15,84,0,0,0,0,14,83,0,0,0,0
15,"Milan","Torino",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17874,"20:30",0,1,0,1,44572,"Stadio Giuseppe Meazza","Daniele Orsato",NA,"https://fbref.com/en/matches/3d46245d/Milan-Torino-December-9-2018-Serie-A",25,94,0,0,0,0,21,90,0,0,0,0
16,"Inter","Udinese",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17880,"18:00",1,2.2,0,0.3,57025,"Stadio Giuseppe Meazza","Rosario Abisso",NA,"https://fbref.com/en/matches/1a318a2c/Internazionale-Udinese-December-15-2018-Serie-A",29,95,0,0,0,0,13,79,0,0,0,0
16,"Torino","Juventus",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17880,"20:30",0,0.5,1,1.6,26588,"Stadio Olimpico di Torino","Marco Guida",NA,"https://fbref.com/en/matches/d4b0d030/Torino-Juventus-December-15-2018-Serie-A",22,88,0,0,0,0,43,109,0,0,0,0
16,"SPAL","Chievo",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17881,"12:30",0,0.6,0,1.1,11882,"Stadio Paolo Mazza","Luca Banti",NA,"https://fbref.com/en/matches/4449c493/SPAL-Chievo-December-16-2018-Serie-A",15,81,0,0,0,0,6,72,0,0,0,0
16,"Frosinone","Sassuolo",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17881,"15:00",0,0.6,2,0.9,12000,"Stadio Benito Stirpe","Eugenio Abbattista",NA,"https://fbref.com/en/matches/37c7739a/Frosinone-Sassuolo-December-16-2018-Serie-A",8,74,0,0,0,0,21,87,0,0,0,0
16,"Sampdoria","Parma",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17881,"15:00",2,1.5,0,0.5,19000,"Stadio Comunale Luigi Ferraris","Luca Pairetto",NA,"https://fbref.com/en/matches/4070e37d/Sampdoria-Parma-December-16-2018-Serie-A",20,86,0,0,0,0,21,87,0,0,0,0
16,"Fiorentina","Empoli",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17881,"15:00",3,1.6,1,1.4,30000,"Stadio Artemio Franchi","Piero Giacomelli",NA,"https://fbref.com/en/matches/ed69d974/Fiorentina-Empoli-December-16-2018-Serie-A",19,85,0,0,0,0,16,82,0,0,0,0
16,"Cagliari","Napoli",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17881,"18:00",0,0.6,1,1,15081,"Sardegna Arena","Daniele Doveri",NA,"https://fbref.com/en/matches/4f228ea8/Cagliari-Napoli-December-16-2018-Serie-A",17,83,0,0,0,0,35,101,0,0,0,0
16,"Roma","Genoa",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17881,"20:30",3,1.9,2,2,29111,"Stadio Olimpico","Marco Di Bello",NA,"https://fbref.com/en/matches/386c7081/Roma-Genoa-December-16-2018-Serie-A",21,87,0,0,0,0,16,82,0,0,0,0
16,"Atalanta","Lazio",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Mon",17882,"20:30",1,0.7,0,0.8,17401,"Stadio Atleti Azzurri d'Italia","Daniele Orsato",NA,"https://fbref.com/en/matches/12f22ce3/Atalanta-Lazio-December-17-2018-Serie-A",21,87,0,0,0,0,25,91,0,0,0,0
16,"Bologna","Milan",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Tue",17883,"20:30",0,0.4,0,0.6,22214,"Stadio Renato Dall'Ara","Fabio Maresca",NA,"https://fbref.com/en/matches/798496b1/Bologna-Milan-December-18-2018-Serie-A",11,77,0,0,0,0,26,92,0,0,0,0
17,"Lazio","Cagliari",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"12:30",3,2.7,1,1.8,20000,"Stadio Olimpico","Gianluca Manganiello",NA,"https://fbref.com/en/matches/56486a50/Lazio-Cagliari-December-22-2018-Serie-A",25,88,0,0,0,0,17,80,0,0,0,0
17,"Empoli","Sampdoria",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"15:00",2,1.4,4,1.8,8815,"Stadio Carlo Castellani","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/2b50c933/Empoli-Sampdoria-December-22-2018-Serie-A",16,79,0,0,0,0,23,86,0,0,0,0
17,"Sassuolo","Torino",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"15:00",1,2.5,1,0.3,11148,"Stadio Città del Tricolore","Luca Banti",NA,"https://fbref.com/en/matches/518aa453/Sassuolo-Torino-December-22-2018-Serie-A",24,87,0,0,0,0,22,85,0,0,0,0
17,"Napoli","SPAL",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"15:00",1,2.2,0,0.6,37093,"Stadio San Paolo","Federico La Penna",NA,"https://fbref.com/en/matches/a9da4f86/Napoli-SPAL-December-22-2018-Serie-A",38,101,0,0,0,0,16,79,0,0,0,0
17,"Milan","Fiorentina",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"15:00",0,0.7,1,0.3,52592,"Stadio Giuseppe Meazza","Maurizio Mariani",NA,"https://fbref.com/en/matches/c6b48f30/Milan-Fiorentina-December-22-2018-Serie-A",27,90,0,0,0,0,22,85,0,0,0,0
17,"Genoa","Atalanta",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"15:00",3,1.5,1,2.4,19841,"Stadio Comunale Luigi Ferraris","Daniele Doveri",NA,"https://fbref.com/en/matches/d99e1cc3/Genoa-Atalanta-December-22-2018-Serie-A",16,79,0,0,0,0,24,87,0,0,0,0
17,"Udinese","Frosinone",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sat",17887,"15:00",1,0.4,1,1.4,18000,"Dacia Arena","Paolo Valeri",NA,"https://fbref.com/en/matches/f8a12156/Udinese-Frosinone-December-22-2018-Serie-A",13,76,0,0,0,0,8,71,0,0,0,0
17,"Chievo","Inter",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"18:00",1,0.7,1,2.1,22000,"Stadio Marc'Antonio Bentegodi","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/bbb44ca5/Chievo-Internazionale-December-22-2018-Serie-A",7,70,0,0,0,0,32,95,0,0,0,0
17,"Parma","Bologna",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sat",17887,"18:00",0,0.8,0,0.3,15058,"Stadio Ennio Tardini","Rosario Abisso",NA,"https://fbref.com/en/matches/f209ba84/Parma-Bologna-December-22-2018-Serie-A",21,84,0,0,0,0,12,75,0,0,0,0
17,"Juventus","Roma",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17887,"20:30",1,1.5,0,0.4,40069,"Allianz Stadium","Davide Massa",NA,"https://fbref.com/en/matches/01a0dbbf/Juventus-Roma-December-22-2018-Serie-A",46,109,0,0,0,0,24,87,0,0,0,0
18,"Frosinone","Milan",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"12:30",0,0.8,0,1.7,15217,"Stadio Benito Stirpe","Marco Guida",NA,"https://fbref.com/en/matches/7090161a/Frosinone-Milan-December-26-2018-Serie-A",9,69,0,0,0,0,27,87,0,0,0,0
18,"Fiorentina","Parma",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"15:00",0,1.8,1,0.4,31767,"Stadio Artemio Franchi","Michael Fabbri",NA,"https://fbref.com/en/matches/8bc8ed8b/Fiorentina-Parma-December-26-2018-Serie-A",25,85,0,0,0,0,22,82,0,0,0,0
18,"Atalanta","Juventus",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"15:00",2,1.4,2,1.1,19787,"Stadio Atleti Azzurri d'Italia","Luca Banti",NA,"https://fbref.com/en/matches/a0fb32c6/Atalanta-Juventus-December-26-2018-Serie-A",24,84,0,0,0,0,49,109,0,0,0,0
18,"Sampdoria","Chievo",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Wed",17891,"15:00",2,0.7,0,0.3,19190,"Stadio Comunale Luigi Ferraris","Antonio Giua",NA,"https://fbref.com/en/matches/c3026bcf/Sampdoria-Chievo-December-26-2018-Serie-A",26,86,0,0,0,0,8,68,0,0,0,0
18,"Cagliari","Genoa",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"15:00",1,1.2,0,0.6,15777,"Sardegna Arena","Daniele Orsato",NA,"https://fbref.com/en/matches/d0c06a35/Cagliari-Genoa-December-26-2018-Serie-A",17,77,0,0,0,0,19,79,0,0,0,0
18,"Bologna","Lazio",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"15:00",0,0.2,2,1.1,19230,"Stadio Renato Dall'Ara","Luca Pairetto",NA,"https://fbref.com/en/matches/e315c6ff/Bologna-Lazio-December-26-2018-Serie-A",13,73,0,0,0,0,28,88,0,0,0,0
18,"SPAL","Udinese",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"18:00",0,1,0,0.3,13195,"Stadio Paolo Mazza","Daniele Doveri",NA,"https://fbref.com/en/matches/3df88643/SPAL-Udinese-December-26-2018-Serie-A",16,76,0,0,0,0,14,74,0,0,0,0
18,"Torino","Empoli",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"18:00",3,1.3,0,0.2,20047,"Stadio Olimpico di Torino","Fabio Maresca",NA,"https://fbref.com/en/matches/f6b93ebc/Torino-Empoli-December-26-2018-Serie-A",23,83,0,0,0,0,16,76,0,0,0,0
18,"Roma","Sassuolo",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"18:00",3,3.3,1,0.7,35893,"Stadio Olimpico","Piero Giacomelli",NA,"https://fbref.com/en/matches/fb828051/Roma-Sassuolo-December-26-2018-Serie-A",24,84,0,0,0,0,25,85,0,0,0,0
18,"Inter","Napoli",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Wed",17891,"20:30",1,1.3,0,0.8,63946,"Stadio Giuseppe Meazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/a3f646d1/Internazionale-Napoli-December-26-2018-Serie-A",33,93,0,0,0,0,41,101,0,0,0,0
19,"Juventus","Sampdoria",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"12:30",2,1.4,1,1.7,40641,"Allianz Stadium","Paolo Valeri",NA,"https://fbref.com/en/matches/37b5f20e/Juventus-Sampdoria-December-29-2018-Serie-A",50,107,0,0,0,0,29,86,0,0,0,0
19,"Udinese","Cagliari",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",2,2.2,0,0.4,20000,"Dacia Arena","Maurizio Mariani",NA,"https://fbref.com/en/matches/0bd2574c/Udinese-Cagliari-December-29-2018-Serie-A",15,72,0,0,0,0,20,77,0,0,0,0
19,"Sassuolo","Atalanta",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",2,1.1,6,2.9,8000,"Stadio Città del Tricolore","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/1196e43c/Sassuolo-Atalanta-December-29-2018-Serie-A",25,82,0,0,0,0,25,82,0,0,0,0
19,"Genoa","Fiorentina",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",0,0.5,0,1.6,21000,"Stadio Comunale Luigi Ferraris","Davide Massa",NA,"https://fbref.com/en/matches/71ad52a9/Genoa-Fiorentina-December-29-2018-Serie-A",19,76,0,0,0,0,25,82,0,0,0,0
19,"Chievo","Frosinone",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",1,1.4,0,0.7,8000,"Stadio Marc'Antonio Bentegodi","Gianluca Rocchi",NA,"https://fbref.com/en/matches/a5ef0058/Chievo-Frosinone-December-29-2018-Serie-A",8,65,0,0,0,0,10,67,0,0,0,0
19,"Lazio","Torino",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",1,0.9,1,1.8,35000,"Stadio Olimpico","Massimiliano Irrati",NA,"https://fbref.com/en/matches/ac16e9b8/Lazio-Torino-December-29-2018-Serie-A",31,88,0,0,0,0,26,83,0,0,0,0
19,"Parma","Roma",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",0,0.5,2,1.8,17997,"Stadio Ennio Tardini","Gianluca Manganiello",NA,"https://fbref.com/en/matches/b051f48c/Parma-Roma-December-29-2018-Serie-A",25,82,0,0,0,0,27,84,0,0,0,0
19,"Empoli","Inter",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"15:00",0,0.5,1,1.1,10393,"Stadio Carlo Castellani","Federico La Penna",NA,"https://fbref.com/en/matches/dab31c63/Empoli-Internazionale-December-29-2018-Serie-A",16,73,0,0,0,0,36,93,0,0,0,0
19,"Napoli","Bologna",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sat",17894,"18:00",3,2,2,0.7,46585,"Stadio San Paolo","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/7f08acbc/Napoli-Bologna-December-29-2018-Serie-A",41,98,0,0,0,0,13,70,0,0,0,0
19,"Milan","SPAL",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17894,"20:30",2,1.9,1,0.7,48070,"Stadio Giuseppe Meazza","Rosario Abisso",NA,"https://fbref.com/en/matches/5ff30925/Milan-SPAL-December-29-2018-Serie-A",28,85,0,0,0,0,17,74,0,0,0,0
2,"Juventus","Lazio",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sat",17768,"18:00",2,1.6,0,0.3,40171,"Allianz Stadium","Massimiliano Irrati",NA,"https://fbref.com/en/matches/2ea4b5a9/Juventus-Lazio-August-25-2018-Serie-A",3,111,0,0,0,0,0,108,0,0,0,0
2,"Napoli","Milan",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17768,"20:30",3,1.4,2,0.7,34474,"Stadio San Paolo","Paolo Valeri",NA,"https://fbref.com/en/matches/05260246/Napoli-Milan-August-25-2018-Serie-A",3,111,0,0,0,0,3,111,0,0,0,0
2,"SPAL","Parma",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17769,"18:00",1,1.4,0,0.3,6000,"Stadio Paolo Mazza","Daniele Orsato",NA,"https://fbref.com/en/matches/43700994/SPAL-Parma-August-26-2018-Serie-A",3,111,0,0,0,0,1,109,0,0,0,0
2,"Cagliari","Sassuolo",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17769,"20:30",2,1.3,2,1.8,14432,"Sardegna Arena","Luca Pairetto",NA,"https://fbref.com/en/matches/05f91647/Cagliari-Sassuolo-August-26-2018-Serie-A",0,108,0,0,0,0,3,111,0,0,0,0
2,"Genoa","Empoli",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17769,"20:30",2,1.1,1,1.5,19523,"Stadio Comunale Luigi Ferraris","Livio Marinelli",NA,"https://fbref.com/en/matches/13e8157a/Genoa-Empoli-August-26-2018-Serie-A",0,108,0,0,0,0,3,111,0,0,0,0
2,"Inter","Torino",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17769,"20:30",2,0.8,2,1.1,59135,"Stadio Giuseppe Meazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/41f84052/Internazionale-Torino-August-26-2018-Serie-A",0,108,0,0,0,0,0,108,0,0,0,0
2,"Frosinone","Bologna",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17769,"20:30",0,1.7,0,0.9,NA,"Stadio Benito Stirpe","Gianluca Manganiello",NA,"https://fbref.com/en/matches/7dff3aeb/Frosinone-Bologna-August-26-2018-Serie-A",0,108,0,0,0,0,0,108,0,0,0,0
2,"Udinese","Sampdoria",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17769,"20:30",1,1.8,0,0.7,15770,"Dacia Arena","Federico La Penna",NA,"https://fbref.com/en/matches/f42fa5a8/Udinese-Sampdoria-August-26-2018-Serie-A",1,109,0,0,0,0,1,109,0,0,0,0
2,"Fiorentina","Chievo",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17769,"20:30",6,3.5,1,0.7,27790,"Stadio Artemio Franchi","Rosario Abisso",NA,"https://fbref.com/en/matches/faabbf40/Fiorentina-Chievo-August-26-2018-Serie-A",1,109,0,0,0,0,0,108,0,0,0,0
2,"Roma","Atalanta",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Mon",17770,"20:30",3,2.5,3,3,41725,"Stadio Olimpico","Michael Fabbri",NA,"https://fbref.com/en/matches/9be750ef/Roma-Atalanta-August-27-2018-Serie-A",3,111,0,0,0,0,3,111,0,0,0,0
20,"Roma","Torino",1,1,1,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17915,"15:00",3,3.1,2,1.5,32978,"Stadio Olimpico","Piero Giacomelli",NA,"https://fbref.com/en/matches/2acb181a/Roma-Torino-January-19-2019-Serie-A",30,84,0,0,0,0,27,81,0,0,0,0
20,"Udinese","Parma",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17915,"18:00",1,1.8,2,2.2,15000,"Dacia Arena","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/aac44168/Udinese-Parma-January-19-2019-Serie-A",18,72,0,0,0,0,25,79,0,0,0,0
20,"Inter","Sassuolo",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17915,"20:30",0,1.2,0,1.2,11000,"Stadio Giuseppe Meazza","Luca Pairetto",NA,"https://fbref.com/en/matches/274670a0/Internazionale-Sassuolo-January-19-2019-Serie-A",39,93,0,0,0,0,25,79,0,0,0,0
20,"Frosinone","Atalanta",1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17916,"12:30",0,0.8,5,2.4,12728,"Stadio Benito Stirpe","Daniele Chiffi",NA,"https://fbref.com/en/matches/8ad79daf/Frosinone-Atalanta-January-20-2019-Serie-A",10,64,0,0,0,0,28,82,0,0,0,0
20,"Fiorentina","Sampdoria",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17916,"15:00",3,2.6,3,1.7,27844,"Stadio Artemio Franchi","Marco Di Bello",NA,"https://fbref.com/en/matches/640036d0/Fiorentina-Sampdoria-January-20-2019-Serie-A",26,80,0,0,0,0,29,83,0,0,0,0
20,"SPAL","Bologna",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Sun",17916,"15:00",1,1.5,1,1,14524,"Stadio Paolo Mazza","Michael Fabbri",NA,"https://fbref.com/en/matches/f1d3bfa1/SPAL-Bologna-January-20-2019-Serie-A",17,71,0,0,0,0,13,67,0,0,0,0
20,"Cagliari","Empoli",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17916,"18:00",2,0.9,2,1.2,13796,"Sardegna Arena","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/0f6c7c4c/Cagliari-Empoli-January-20-2019-Serie-A",20,74,0,0,0,0,16,70,0,0,0,0
20,"Napoli","Lazio",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Sun",17916,"20:30",2,1.8,1,1.4,19448,"Stadio San Paolo","Gianluca Rocchi",NA,"https://fbref.com/en/matches/5f429f0c/Napoli-Lazio-January-20-2019-Serie-A",44,98,0,0,0,0,32,86,0,0,0,0
20,"Genoa","Milan",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2019,"Serie A","M","ITA",NA,"Mon",17917,"15:00",0,1.9,2,1.4,19794,"Stadio Comunale Luigi Ferraris","Daniele Orsato",NA,"https://fbref.com/en/matches/a3ad2069/Genoa-Milan-January-21-2019-Serie-A",20,74,0,0,0,0,31,85,0,0,0,0
20,"Juventus","Chievo",1,1,1,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2019,"Serie A","M","ITA",NA,"Mon",17917,"20:30",3,3.2,0,0.5,30239,"Allianz Stadium","Marco Piccinini",NA,"https://fbref.com/en/matches/9cd281ef/Juventus-Chievo-January-21-2019-Serie-A",53,107,0,0,0,0,11,65,0,0,0,0
21,"Sassuolo","Cagliari",1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2019,"Serie A","M","ITA",NA,"Sat",17922,"15:00",3,4.1,0,0.6,9970,"Stadio Città del Tricolore","Massimiliano Irrati",NA,"https://fbref.com/en/matches/33b5d395/Sassuolo-Cagliari-January-26-2019-Serie-A",26,77,0,0,0,0,21,72,0,0,0,0
