"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL"
"Serie A","M","ITA",2019,NA,"1","Sat",17761,"18:00","Chievo",2,1.1,"Juventus",3,3.1,29500,"Stadio Marc'Antonio Bentegodi","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/2758c0c0/Chievo-Juventus-August-18-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Sat",17761,"20:30","Lazio",1,1,"Napoli",2,1.4,32000,"Stadio Olimpico","Luca Banti",NA,"https://fbref.com/en/matches/34947288/Lazio-Napoli-August-18-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Sun",17762,"18:00","Torino",0,0.6,"Roma",1,1.2,18000,"Stadio Olimpico di Torino","Marco Di Bello",NA,"https://fbref.com/en/matches/bf8bed12/Torino-Roma-August-19-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Sun",17762,"20:30","Sassuolo",1,1.5,"Inter",0,1.1,19104,"Stadio Città del Tricolore","Maurizio Mariani",NA,"https://fbref.com/en/matches/359379e6/Sassuolo-Internazionale-August-19-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Sun",17762,"20:30","Empoli",2,1.3,"Cagliari",0,0.9,7335,"Stadio Carlo Castellani","Daniele Chiffi",NA,"https://fbref.com/en/matches/4df38742/Empoli-Cagliari-August-19-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Sun",17762,"20:30","Parma",2,1.5,"Udinese",2,1.9,13141,"Stadio Ennio Tardini","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/52018b4a/Parma-Udinese-August-19-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Sun",17762,"20:30","Bologna",0,1,"SPAL",1,0.6,21158,"Stadio Renato Dall'Ara","Piero Giacomelli",NA,"https://fbref.com/en/matches/76ad12fa/Bologna-SPAL-August-19-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Mon",17763,"20:30","Atalanta",4,2.2,"Frosinone",0,0.3,18217,"Stadio Atleti Azzurri d'Italia","Marco Piccinini",NA,"https://fbref.com/en/matches/3c6aced5/Atalanta-Frosinone-August-20-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Wed",17793,"19:00","Sampdoria",1,0.5,"Fiorentina",1,1.4,18334,"Stadio Comunale Luigi Ferraris","Fabio Maresca",NA,"https://fbref.com/en/matches/55a722ce/Sampdoria-Fiorentina-September-19-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"1","Wed",17835,"20:30","Milan",2,1.4,"Genoa",1,0.4,46720,"Stadio Giuseppe Meazza","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/7a546b8c/Milan-Genoa-October-31-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sat",17831,"15:00","Atalanta",3,3.3,"Parma",0,0.9,18152,"Stadio Atleti Azzurri d'Italia","Rosario Abisso",NA,"https://fbref.com/en/matches/1048f3fb/Atalanta-Parma-October-27-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sat",17831,"18:00","Empoli",1,0.3,"Juventus",2,1.7,15889,"Stadio Carlo Castellani","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/8fe69070/Empoli-Juventus-October-27-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sat",17831,"20:30","Torino",1,0.9,"Fiorentina",1,1.2,17871,"Stadio Olimpico di Torino","Michael Fabbri",NA,"https://fbref.com/en/matches/e12deac7/Torino-Fiorentina-October-27-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sun",17832,"12:30","Sassuolo",2,2.2,"Bologna",2,1.3,12647,"Stadio Città del Tricolore","Daniele Doveri",NA,"https://fbref.com/en/matches/d335a746/Sassuolo-Bologna-October-28-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sun",17832,"15:00","SPAL",0,0.9,"Frosinone",3,1,13676,"Stadio Paolo Mazza","Daniele Chiffi",NA,"https://fbref.com/en/matches/86b4e007/SPAL-Frosinone-October-28-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sun",17832,"15:00","Genoa",2,1.7,"Udinese",2,0.5,18880,"Stadio Comunale Luigi Ferraris","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/bc7cf1b6/Genoa-Udinese-October-28-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sun",17832,"15:00","Cagliari",2,1.5,"Chievo",1,1.2,15805,"Sardegna Arena","Marco Piccinini",NA,"https://fbref.com/en/matches/e6163c2a/Cagliari-Chievo-October-28-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sun",17832,"18:00","Milan",3,2,"Sampdoria",2,0.6,47347,"Stadio Giuseppe Meazza","Fabio Maresca",NA,"https://fbref.com/en/matches/e941f340/Milan-Sampdoria-October-28-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Sun",17832,"20:30","Napoli",1,2.1,"Roma",1,0.6,30037,"Stadio San Paolo","Davide Massa",NA,"https://fbref.com/en/matches/cd2f642f/Derby-del-Sole-Napoli-Roma-October-28-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"10","Mon",17833,"20:30","Lazio",0,1.4,"Inter",3,1.9,40068,"Stadio Olimpico","Massimiliano Irrati",NA,"https://fbref.com/en/matches/3d9c6a02/Lazio-Internazionale-October-29-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Fri",17837,"20:30","Napoli",5,2,"Empoli",1,1.2,31370,"Stadio San Paolo","Luca Pairetto",NA,"https://fbref.com/en/matches/aef9f881/Napoli-Empoli-November-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sat",17838,"15:00","Inter",5,2.9,"Genoa",0,0.4,67532,"Stadio Giuseppe Meazza","Paolo Valeri",NA,"https://fbref.com/en/matches/7e11d375/Internazionale-Genoa-November-3-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sat",17838,"18:00","Fiorentina",1,1.3,"Roma",1,1.6,30590,"Stadio Artemio Franchi","Luca Banti",NA,"https://fbref.com/en/matches/88a737bc/Fiorentina-Roma-November-3-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sat",17838,"20:30","Juventus",3,1.8,"Cagliari",1,0.7,40644,"Allianz Stadium","Maurizio Mariani",NA,"https://fbref.com/en/matches/509c0a53/Juventus-Cagliari-November-3-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sun",17839,"12:30","Lazio",4,2.2,"SPAL",1,1.2,35573,"Stadio Olimpico","Marco Guida",NA,"https://fbref.com/en/matches/1c2946a4/Lazio-SPAL-November-4-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sun",17839,"15:00","Sampdoria",1,1.4,"Torino",4,2.3,20364,"Stadio Comunale Luigi Ferraris","Gianluca Rocchi",NA,"https://fbref.com/en/matches/6ca98909/Sampdoria-Torino-November-4-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sun",17839,"15:00","Parma",0,0.5,"Frosinone",0,0.5,14004,"Stadio Ennio Tardini","Gianluca Manganiello",NA,"https://fbref.com/en/matches/bf3d8da2/Parma-Frosinone-November-4-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sun",17839,"15:00","Chievo",0,0.3,"Sassuolo",2,0.9,8100,"Stadio Marc'Antonio Bentegodi","Gianluca Aureliano",NA,"https://fbref.com/en/matches/c91dcd07/Chievo-Sassuolo-November-4-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sun",17839,"18:00","Bologna",1,1.9,"Atalanta",2,1.7,19038,"Stadio Renato Dall'Ara","Federico La Penna",NA,"https://fbref.com/en/matches/994f1a0f/Bologna-Atalanta-November-4-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"11","Sun",17839,"20:30","Udinese",0,0.5,"Milan",1,0.7,23540,"Dacia Arena","Marco Di Bello",NA,"https://fbref.com/en/matches/9d192295/Udinese-Milan-November-4-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Fri",17844,"20:30","Frosinone",1,0.4,"Fiorentina",1,2.1,13378,"Stadio Benito Stirpe","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/6135ca5f/Frosinone-Fiorentina-November-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sat",17845,"15:00","Torino",1,2.6,"Parma",2,1.6,17431,"Stadio Olimpico di Torino","Davide Massa",NA,"https://fbref.com/en/matches/62e494f0/Torino-Parma-November-10-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sat",17845,"18:00","SPAL",2,1.7,"Cagliari",2,1.2,13250,"Stadio Paolo Mazza","Daniele Doveri",NA,"https://fbref.com/en/matches/3a437e3a/SPAL-Cagliari-November-10-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sat",17845,"20:30","Genoa",1,0.7,"Napoli",2,1.7,25365,"Stadio Comunale Luigi Ferraris","Rosario Abisso",NA,"https://fbref.com/en/matches/1354b373/Genoa-Napoli-November-10-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sun",17846,"12:30","Atalanta",4,3.4,"Inter",1,1.4,20633,"Stadio Atleti Azzurri d'Italia","Fabio Maresca",NA,"https://fbref.com/en/matches/6c35c803/Atalanta-Internazionale-November-11-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sun",17846,"15:00","Roma",4,2.7,"Sampdoria",1,0.9,37582,"Stadio Olimpico","Massimiliano Irrati",NA,"https://fbref.com/en/matches/64a88b2f/Roma-Sampdoria-November-11-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sun",17846,"15:00","Empoli",2,1.3,"Udinese",1,3.9,7553,"Stadio Carlo Castellani","Piero Giacomelli",NA,"https://fbref.com/en/matches/e9e33752/Empoli-Udinese-November-11-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sun",17846,"15:00","Chievo",2,2.2,"Bologna",2,1.6,9500,"Stadio Marc'Antonio Bentegodi","Daniele Orsato",NA,"https://fbref.com/en/matches/fe6431ea/Chievo-Bologna-November-11-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sun",17846,"18:00","Sassuolo",1,0.7,"Lazio",1,1.6,11317,"Stadio Città del Tricolore","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/258162a8/Sassuolo-Lazio-November-11-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"12","Sun",17846,"20:30","Milan",0,0.9,"Juventus",2,1.3,74729,"Stadio Giuseppe Meazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/2a9656b4/Milan-Juventus-November-11-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sat",17859,"15:00","Udinese",1,1.4,"Roma",0,1.3,21986,"Dacia Arena","Michael Fabbri",NA,"https://fbref.com/en/matches/46b4915e/Udinese-Roma-November-24-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sat",17859,"18:00","Juventus",2,1.6,"SPAL",0,0.5,41052,"Allianz Stadium","Federico La Penna",NA,"https://fbref.com/en/matches/87cdb443/Juventus-SPAL-November-24-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sat",17859,"20:30","Inter",3,2.5,"Frosinone",0,0.2,63645,"Stadio Giuseppe Meazza","Luca Pairetto",NA,"https://fbref.com/en/matches/7d29507c/Internazionale-Frosinone-November-24-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sun",17860,"12:30","Parma",2,2.1,"Sassuolo",1,1.5,14354,"Stadio Ennio Tardini","Paolo Valeri",NA,"https://fbref.com/en/matches/1958a5ca/Parma-Sassuolo-November-25-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sun",17860,"15:00","Bologna",0,0.5,"Fiorentina",0,1.3,21241,"Stadio Renato Dall'Ara","Marco Di Bello",NA,"https://fbref.com/en/matches/6528a740/Derby-dellAppennino-Bologna-Fiorentina-November-25-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sun",17860,"15:00","Empoli",3,2.2,"Atalanta",2,1.9,8736,"Stadio Carlo Castellani","Gianluca Manganiello",NA,"https://fbref.com/en/matches/6f835d4d/Empoli-Atalanta-November-25-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sun",17860,"15:00","Napoli",0,1.5,"Chievo",0,0.4,44468,"Stadio San Paolo","Daniele Chiffi",NA,"https://fbref.com/en/matches/a2e9cb92/Napoli-Chievo-November-25-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sun",17860,"18:00","Lazio",1,1.1,"Milan",1,0.5,38269,"Stadio Olimpico","Luca Banti",NA,"https://fbref.com/en/matches/8fe9c11b/Lazio-Milan-November-25-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Sun",17860,"20:30","Genoa",1,2.1,"Sampdoria",1,0.6,31756,"Stadio Comunale Luigi Ferraris","Daniele Doveri",NA,"https://fbref.com/en/matches/9741393d/Genoa-Sampdoria-November-25-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"13","Mon",17861,"20:30","Cagliari",0,0.2,"Torino",0,0.7,15804,"Sardegna Arena","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/2c20f001/Cagliari-Torino-November-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sat",17866,"15:00","SPAL",2,0.8,"Empoli",2,2.1,12622,"Stadio Paolo Mazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/bf6d7ecb/SPAL-Empoli-December-1-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sat",17866,"18:00","Fiorentina",0,1.3,"Juventus",3,1.7,40872,"Stadio Artemio Franchi","Daniele Orsato",NA,"https://fbref.com/en/matches/8d3c0001/Fiorentina-Juventus-December-1-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sat",17866,"20:30","Sampdoria",4,1.3,"Bologna",1,1.2,17844,"Stadio Comunale Luigi Ferraris","Rosario Abisso",NA,"https://fbref.com/en/matches/c580ecf5/Sampdoria-Bologna-December-1-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sun",17867,"12:30","Milan",2,1.4,"Parma",1,1.4,53275,"Stadio Giuseppe Meazza","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/f5d074c7/Milan-Parma-December-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sun",17867,"15:00","Torino",2,2.2,"Genoa",1,1.6,15324,"Stadio Olimpico di Torino","Maurizio Mariani",NA,"https://fbref.com/en/matches/19f1af60/Torino-Genoa-December-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sun",17867,"15:00","Sassuolo",0,1.5,"Udinese",0,0.1,10655,"Stadio Città del Tricolore","Marco Guida",NA,"https://fbref.com/en/matches/360e0077/Sassuolo-Udinese-December-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sun",17867,"15:00","Frosinone",1,1.9,"Cagliari",1,1.9,12377,"Stadio Benito Stirpe","Marco Serra",NA,"https://fbref.com/en/matches/44d65fdb/Frosinone-Cagliari-December-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sun",17867,"18:00","Chievo",1,1,"Lazio",1,1.1,7000,"Stadio Marc'Antonio Bentegodi","Fabio Maresca",NA,"https://fbref.com/en/matches/6b38d415/Chievo-Lazio-December-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Sun",17867,"20:30","Roma",2,1.6,"Inter",2,1.9,41009,"Stadio Olimpico","Gianluca Rocchi",NA,"https://fbref.com/en/matches/be14a351/Roma-Internazionale-December-2-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"14","Mon",17868,"20:30","Atalanta",1,1.3,"Napoli",2,1.6,19871,"Stadio Atleti Azzurri d'Italia","Piero Giacomelli",NA,"https://fbref.com/en/matches/176bd167/Atalanta-Napoli-December-3-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Fri",17872,"20:30","Juventus",1,1.5,"Inter",0,1,41495,"Allianz Stadium","Massimiliano Irrati",NA,"https://fbref.com/en/matches/7b515291/Derby-dItalia-Juventus-Internazionale-December-7-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sat",17873,"15:00","Napoli",4,2.2,"Frosinone",0,0.6,34631,"Stadio San Paolo","Gianluca Manganiello",NA,"https://fbref.com/en/matches/48089bcf/Napoli-Frosinone-December-8-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sat",17873,"18:00","Cagliari",2,1.8,"Roma",2,1.8,14938,"Sardegna Arena","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/b30fa06d/Cagliari-Roma-December-8-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sat",17873,"20:30","Lazio",2,4,"Sampdoria",2,0.8,28000,"Stadio Olimpico","Davide Massa",NA,"https://fbref.com/en/matches/1559672b/Lazio-Sampdoria-December-8-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sun",17874,"12:30","Sassuolo",3,1,"Fiorentina",3,2.2,11436,"Stadio Città del Tricolore","Daniele Chiffi",NA,"https://fbref.com/en/matches/dc61be38/Sassuolo-Fiorentina-December-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sun",17874,"15:00","Udinese",1,1,"Atalanta",3,2.2,24413,"Dacia Arena","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/37563323/Udinese-Atalanta-December-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sun",17874,"15:00","Parma",1,1.6,"Chievo",1,1.6,13994,"Stadio Ennio Tardini","Federico La Penna",NA,"https://fbref.com/en/matches/481c1923/Parma-Chievo-December-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sun",17874,"15:00","Empoli",2,2,"Bologna",1,2.4,8379,"Stadio Carlo Castellani","Paolo Valeri",NA,"https://fbref.com/en/matches/51f07929/Empoli-Bologna-December-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sun",17874,"18:00","Genoa",1,1,"SPAL",1,2,19571,"Stadio Comunale Luigi Ferraris","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/4b694569/Genoa-SPAL-December-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"15","Sun",17874,"20:30","Milan",0,1,"Torino",0,1,44572,"Stadio Giuseppe Meazza","Daniele Orsato",NA,"https://fbref.com/en/matches/3d46245d/Milan-Torino-December-9-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sat",17880,"18:00","Inter",1,2.2,"Udinese",0,0.3,57025,"Stadio Giuseppe Meazza","Rosario Abisso",NA,"https://fbref.com/en/matches/1a318a2c/Internazionale-Udinese-December-15-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sat",17880,"20:30","Torino",0,0.5,"Juventus",1,1.6,26588,"Stadio Olimpico di Torino","Marco Guida",NA,"https://fbref.com/en/matches/d4b0d030/Torino-Juventus-December-15-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sun",17881,"12:30","SPAL",0,0.6,"Chievo",0,1.1,11882,"Stadio Paolo Mazza","Luca Banti",NA,"https://fbref.com/en/matches/4449c493/SPAL-Chievo-December-16-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sun",17881,"15:00","Frosinone",0,0.6,"Sassuolo",2,0.9,12000,"Stadio Benito Stirpe","Eugenio Abbattista",NA,"https://fbref.com/en/matches/37c7739a/Frosinone-Sassuolo-December-16-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sun",17881,"15:00","Sampdoria",2,1.5,"Parma",0,0.5,19000,"Stadio Comunale Luigi Ferraris","Luca Pairetto",NA,"https://fbref.com/en/matches/4070e37d/Sampdoria-Parma-December-16-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sun",17881,"15:00","Fiorentina",3,1.6,"Empoli",1,1.4,30000,"Stadio Artemio Franchi","Piero Giacomelli",NA,"https://fbref.com/en/matches/ed69d974/Fiorentina-Empoli-December-16-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sun",17881,"18:00","Cagliari",0,0.6,"Napoli",1,1,15081,"Sardegna Arena","Daniele Doveri",NA,"https://fbref.com/en/matches/4f228ea8/Cagliari-Napoli-December-16-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Sun",17881,"20:30","Roma",3,1.9,"Genoa",2,2,29111,"Stadio Olimpico","Marco Di Bello",NA,"https://fbref.com/en/matches/386c7081/Roma-Genoa-December-16-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Mon",17882,"20:30","Atalanta",1,0.7,"Lazio",0,0.8,17401,"Stadio Atleti Azzurri d'Italia","Daniele Orsato",NA,"https://fbref.com/en/matches/12f22ce3/Atalanta-Lazio-December-17-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"16","Tue",17883,"20:30","Bologna",0,0.4,"Milan",0,0.6,22214,"Stadio Renato Dall'Ara","Fabio Maresca",NA,"https://fbref.com/en/matches/798496b1/Bologna-Milan-December-18-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"12:30","Lazio",3,2.7,"Cagliari",1,1.8,20000,"Stadio Olimpico","Gianluca Manganiello",NA,"https://fbref.com/en/matches/56486a50/Lazio-Cagliari-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Empoli",2,1.4,"Sampdoria",4,1.8,8815,"Stadio Carlo Castellani","Giampaolo Calvarese",NA,"https://fbref.com/en/matches/2b50c933/Empoli-Sampdoria-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Sassuolo",1,2.5,"Torino",1,0.3,11148,"Stadio Città del Tricolore","Luca Banti",NA,"https://fbref.com/en/matches/518aa453/Sassuolo-Torino-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Napoli",1,2.2,"SPAL",0,0.6,37093,"Stadio San Paolo","Federico La Penna",NA,"https://fbref.com/en/matches/a9da4f86/Napoli-SPAL-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Milan",0,0.7,"Fiorentina",1,0.3,52592,"Stadio Giuseppe Meazza","Maurizio Mariani",NA,"https://fbref.com/en/matches/c6b48f30/Milan-Fiorentina-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Genoa",3,1.5,"Atalanta",1,2.4,19841,"Stadio Comunale Luigi Ferraris","Daniele Doveri",NA,"https://fbref.com/en/matches/d99e1cc3/Genoa-Atalanta-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"15:00","Udinese",1,0.4,"Frosinone",1,1.4,18000,"Dacia Arena","Paolo Valeri",NA,"https://fbref.com/en/matches/f8a12156/Udinese-Frosinone-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"18:00","Chievo",1,0.7,"Inter",1,2.1,22000,"Stadio Marc'Antonio Bentegodi","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/bbb44ca5/Chievo-Internazionale-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"18:00","Parma",0,0.8,"Bologna",0,0.3,15058,"Stadio Ennio Tardini","Rosario Abisso",NA,"https://fbref.com/en/matches/f209ba84/Parma-Bologna-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"17","Sat",17887,"20:30","Juventus",1,1.5,"Roma",0,0.4,40069,"Allianz Stadium","Davide Massa",NA,"https://fbref.com/en/matches/01a0dbbf/Juventus-Roma-December-22-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"12:30","Frosinone",0,0.8,"Milan",0,1.7,15217,"Stadio Benito Stirpe","Marco Guida",NA,"https://fbref.com/en/matches/7090161a/Frosinone-Milan-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Fiorentina",0,1.8,"Parma",1,0.4,31767,"Stadio Artemio Franchi","Michael Fabbri",NA,"https://fbref.com/en/matches/8bc8ed8b/Fiorentina-Parma-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Atalanta",2,1.4,"Juventus",2,1.1,19787,"Stadio Atleti Azzurri d'Italia","Luca Banti",NA,"https://fbref.com/en/matches/a0fb32c6/Atalanta-Juventus-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Sampdoria",2,0.7,"Chievo",0,0.3,19190,"Stadio Comunale Luigi Ferraris","Antonio Giua",NA,"https://fbref.com/en/matches/c3026bcf/Sampdoria-Chievo-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Cagliari",1,1.2,"Genoa",0,0.6,15777,"Sardegna Arena","Daniele Orsato",NA,"https://fbref.com/en/matches/d0c06a35/Cagliari-Genoa-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"15:00","Bologna",0,0.2,"Lazio",2,1.1,19230,"Stadio Renato Dall'Ara","Luca Pairetto",NA,"https://fbref.com/en/matches/e315c6ff/Bologna-Lazio-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"18:00","SPAL",0,1,"Udinese",0,0.3,13195,"Stadio Paolo Mazza","Daniele Doveri",NA,"https://fbref.com/en/matches/3df88643/SPAL-Udinese-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"18:00","Torino",3,1.3,"Empoli",0,0.2,20047,"Stadio Olimpico di Torino","Fabio Maresca",NA,"https://fbref.com/en/matches/f6b93ebc/Torino-Empoli-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"18:00","Roma",3,3.3,"Sassuolo",1,0.7,35893,"Stadio Olimpico","Piero Giacomelli",NA,"https://fbref.com/en/matches/fb828051/Roma-Sassuolo-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"18","Wed",17891,"20:30","Inter",1,1.3,"Napoli",0,0.8,63946,"Stadio Giuseppe Meazza","Paolo Mazzoleni",NA,"https://fbref.com/en/matches/a3f646d1/Internazionale-Napoli-December-26-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"19","Sat",17894,"12:30","Juventus",2,1.4,"Sampdoria",1,1.7,40641,"Allianz Stadium","Paolo Valeri",NA,"https://fbref.com/en/matches/37b5f20e/Juventus-Sampdoria-December-29-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"19","Sat",17894,"15:00","Udinese",2,2.2,"Cagliari",0,0.4,20000,"Dacia Arena","Maurizio Mariani",NA,"https://fbref.com/en/matches/0bd2574c/Udinese-Cagliari-December-29-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"19","Sat",17894,"15:00","Sassuolo",2,1.1,"Atalanta",6,2.9,8000,"Stadio Città del Tricolore","Fabrizio Pasqua",NA,"https://fbref.com/en/matches/1196e43c/Sassuolo-Atalanta-December-29-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"19","Sat",17894,"15:00","Genoa",0,0.5,"Fiorentina",0,1.6,21000,"Stadio Comunale Luigi Ferraris","Davide Massa",NA,"https://fbref.com/en/matches/71ad52a9/Genoa-Fiorentina-December-29-2018-Serie-A"
"Serie A","M","ITA",2019,NA,"19","Sat",17894,"15:00","Chievo",1,1.4,"Frosinone",0,0.7,8000,"Stadio Marc'Antonio Bentegodi","Gianluca Rocchi",NA,"https://fbref.com/en/matches/a5ef0058/Chievo-Frosinone-December-29-2018-Serie-A"
