"","Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Home_xG","Away","AwayGoals","Away_xG","Attendance","Venue","Referee","Notes","MatchURL"
"191","Serie A","M","ITA",2023,"Serie A","27","Fri",2023-03-17,"18:30","Sassuolo",1,2,"Spezia",0,0.7,11152,"Mapei Stadium - Città del Tricolore","Davide Ghersini",NA,"https://fbref.com/en/matches/380bce36/Sassuolo-Spezia-March-17-2023-Serie-A"
"192","Serie A","M","ITA",2023,"Serie A","27","Fri",2023-03-17,"20:45","Atalanta",2,2.9,"Empoli",1,0.7,17864,"Gewiss Stadium","Federico Dionisi",NA,"https://fbref.com/en/matches/061a08ab/Atalanta-Empoli-March-17-2023-Serie-A"
"193","Serie A","M","ITA",2023,"Serie A","27","Sat",2023-03-18,"15:00","Monza",1,2,"Cremonese",1,0.7,12797,"U-Power Stadium","Antonio Giua",NA,"https://fbref.com/en/matches/8d30b914/Monza-Cremonese-March-18-2023-Serie-A"
"194","Serie A","M","ITA",2023,"Serie A","27","Sat",2023-03-18,"18:00","Salernitana",2,0.9,"Bologna",2,0.4,18600,"Stadio Arechi","Luca Pairetto",NA,"https://fbref.com/en/matches/bf36af54/Salernitana-Bologna-March-18-2023-Serie-A"
"195","Serie A","M","ITA",2023,"Serie A","27","Sat",2023-03-18,"20:45","Udinese",3,1.8,"Milan",1,1.5,24992,"Dacia Arena","Daniele Doveri",NA,"https://fbref.com/en/matches/58bf57ff/Udinese-Milan-March-18-2023-Serie-A"
"196","Serie A","M","ITA",2023,"Serie A","27","Sun",2023-03-19,"12:30","Sampdoria",3,1.2,"Hellas Verona",1,1.3,18228,"Stadio Comunale Luigi Ferraris","Maurizio Mariani",NA,"https://fbref.com/en/matches/7843ca52/Sampdoria-Hellas-Verona-March-19-2023-Serie-A"
"197","Serie A","M","ITA",2023,"Serie A","27","Sun",2023-03-19,"15:00","Fiorentina",1,1.2,"Lecce",0,0.5,34604,"Stadio Artemio Franchi","Rosario Abisso",NA,"https://fbref.com/en/matches/87aa639a/Fiorentina-Lecce-March-19-2023-Serie-A"
"198","Serie A","M","ITA",2023,"Serie A","27","Sun",2023-03-19,"15:00","Torino",0,1.3,"Napoli",4,2.3,26058,"Stadio Olimpico di Torino","Matteo Marchetti",NA,"https://fbref.com/en/matches/d048f6e2/Torino-Napoli-March-19-2023-Serie-A"
"199","Serie A","M","ITA",2023,"Serie A","27","Sun",2023-03-19,"18:00","Lazio",1,0.6,"Roma",0,0.6,62000,"Stadio Olimpico","Davide Massa",NA,"https://fbref.com/en/matches/bf18ca69/Lazio-Roma-March-19-2023-Serie-A"
"200","Serie A","M","ITA",2023,"Serie A","27","Sun",2023-03-19,"20:45","Inter",0,1.2,"Juventus",1,0.6,75224,"Stadio Giuseppe Meazza","Daniele Chiffi",NA,"https://fbref.com/en/matches/2418f475/Derby-dItalia-Internazionale-Juventus-March-19-2023-Serie-A"
"201","Serie A","M","ITA",2023,"Serie A","28","Sat",2023-04-01,"15:00","Cremonese",1,1.5,"Atalanta",3,2.9,11891,"Stadio Giovanni Zini","Livio Marinelli",NA,"https://fbref.com/en/matches/765caef9/Cremonese-Atalanta-April-1-2023-Serie-A"
"202","Serie A","M","ITA",2023,"Serie A","28","Sat",2023-04-01,"18:00","Inter",0,2.8,"Fiorentina",1,1.1,73576,"Stadio Giuseppe Meazza","Fabio Maresca",NA,"https://fbref.com/en/matches/067eccc7/Internazionale-Fiorentina-April-1-2023-Serie-A"
"203","Serie A","M","ITA",2023,"Serie A","28","Sat",2023-04-01,"20:45","Juventus",1,1.8,"Hellas Verona",0,0.6,40105,"Allianz Stadium","Matteo Marchetti",NA,"https://fbref.com/en/matches/e9d5928b/Juventus-Hellas-Verona-April-1-2023-Serie-A"
"204","Serie A","M","ITA",2023,"Serie A","28","Sun",2023-04-02,"12:30","Bologna",3,0.7,"Udinese",0,0.8,25562,"Stadio Renato Dall'Ara","Maria Sole Ferrieri Caputi",NA,"https://fbref.com/en/matches/722d10a6/Bologna-Udinese-April-2-2023-Serie-A"
"205","Serie A","M","ITA",2023,"Serie A","28","Sun",2023-04-02,"15:00","Spezia",1,2,"Salernitana",1,1.1,10723,"Stadio Alberto Picco","Daniele Orsato",NA,"https://fbref.com/en/matches/7bebff51/Spezia-Salernitana-April-2-2023-Serie-A"
"206","Serie A","M","ITA",2023,"Serie A","28","Sun",2023-04-02,"15:00","Monza",0,1.3,"Lazio",2,0.5,14539,"U-Power Stadium","Matteo Marcenaro",NA,"https://fbref.com/en/matches/d7771fc2/Monza-Lazio-April-2-2023-Serie-A"
"207","Serie A","M","ITA",2023,"Serie A","28","Sun",2023-04-02,"18:00","Roma",3,3,"Sampdoria",0,0.3,62108,"Stadio Olimpico","Massimiliano Irrati",NA,"https://fbref.com/en/matches/4de4258a/Roma-Sampdoria-April-2-2023-Serie-A"
"208","Serie A","M","ITA",2023,"Serie A","28","Sun",2023-04-02,"20:45","Napoli",0,1.2,"Milan",4,2.1,51466,"Stadio Diego Armando Maradona","Antonio Rapuano",NA,"https://fbref.com/en/matches/cc8a66d5/Napoli-Milan-April-2-2023-Serie-A"
"209","Serie A","M","ITA",2023,"Serie A","28","Mon",2023-04-03,"18:30","Empoli",1,1.7,"Lecce",0,0.2,8844,"Stadio Carlo Castellani","Michael Fabbri",NA,"https://fbref.com/en/matches/7b8bff61/Empoli-Lecce-April-3-2023-Serie-A"
"210","Serie A","M","ITA",2023,"Serie A","28","Mon",2023-04-03,"20:45","Sassuolo",1,1.1,"Torino",1,1.7,12896,"Mapei Stadium - Città del Tricolore","Ivan Pezzuto",NA,"https://fbref.com/en/matches/627f9db3/Sassuolo-Torino-April-3-2023-Serie-A"
"211","Serie A","M","ITA",2023,"Serie A","29","Fri",2023-04-07,"17:00","Salernitana",1,1.1,"Inter",1,2.8,23702,"Stadio Arechi","Michael Fabbri",NA,"https://fbref.com/en/matches/f39d286a/Salernitana-Internazionale-April-7-2023-Serie-A"
"212","Serie A","M","ITA",2023,"Serie A","29","Fri",2023-04-07,"19:00","Lecce",1,1.1,"Napoli",2,1.1,25799,"Stadio Comunale Via Del Mare","Gianluca Manganiello",NA,"https://fbref.com/en/matches/f952d6cb/Lecce-Napoli-April-7-2023-Serie-A"
"213","Serie A","M","ITA",2023,"Serie A","29","Fri",2023-04-07,"21:00","Milan",0,1.9,"Empoli",0,0.1,70286,"Stadio Giuseppe Meazza","Matteo Marcenaro",NA,"https://fbref.com/en/matches/b6603e7a/Milan-Empoli-April-7-2023-Serie-A"
"214","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"12:30","Udinese",2,1.8,"Monza",2,1.1,22658,"Dacia Arena","Luca Massimi",NA,"https://fbref.com/en/matches/1a3e5973/Udinese-Monza-April-8-2023-Serie-A"
"215","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"14:30","Fiorentina",1,1,"Spezia",1,0.7,35863,"Stadio Artemio Franchi","Federico Dionisi",NA,"https://fbref.com/en/matches/09071495/Fiorentina-Spezia-April-8-2023-Serie-A"
"216","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"16:30","Atalanta",0,1.3,"Bologna",2,1.3,18950,"Gewiss Stadium","Daniele Orsato",NA,"https://fbref.com/en/matches/2680e49c/Atalanta-Bologna-April-8-2023-Serie-A"
"217","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"16:30","Sampdoria",2,2.1,"Cremonese",3,1.3,20421,"Stadio Comunale Luigi Ferraris","Daniele Doveri",NA,"https://fbref.com/en/matches/b7f86e2b/Sampdoria-Cremonese-April-8-2023-Serie-A"
"218","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"18:30","Hellas Verona",2,0.5,"Sassuolo",1,1.8,23660,"Stadio Marc'Antonio Bentegodi","Francesco Fourneau",NA,"https://fbref.com/en/matches/11368184/Hellas-Verona-Sassuolo-April-8-2023-Serie-A"
"219","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"18:30","Torino",0,0.3,"Roma",1,1.1,22142,"Stadio Olimpico di Torino","Andrea Colombo",NA,"https://fbref.com/en/matches/7c243fe7/Torino-Roma-April-8-2023-Serie-A"
"220","Serie A","M","ITA",2023,"Serie A","29","Sat",2023-04-08,"20:45","Lazio",2,1.2,"Juventus",1,1.9,54000,"Stadio Olimpico","Marco Di Bello",NA,"https://fbref.com/en/matches/87367231/Lazio-Juventus-April-8-2023-Serie-A"
"221","Serie A","M","ITA",2023,"Serie A","3","Fri",2022-08-26,"18:30","Monza",1,1.5,"Udinese",2,1.7,9955,"U-Power Stadium","Marco Di Bello",NA,"https://fbref.com/en/matches/0210ca9e/Monza-Udinese-August-26-2022-Serie-A"
"222","Serie A","M","ITA",2023,"Serie A","3","Fri",2022-08-26,"20:45","Lazio",3,1.1,"Inter",1,1.5,52500,"Stadio Olimpico","Michael Fabbri",NA,"https://fbref.com/en/matches/e5be6a0a/Lazio-Internazionale-August-26-2022-Serie-A"
"223","Serie A","M","ITA",2023,"Serie A","3","Sat",2022-08-27,"18:30","Juventus",1,0.6,"Roma",1,1.3,41003,"Allianz Stadium","Massimiliano Irrati",NA,"https://fbref.com/en/matches/23a2abe6/Juventus-Roma-August-27-2022-Serie-A"
"224","Serie A","M","ITA",2023,"Serie A","3","Sat",2022-08-27,"18:30","Cremonese",1,0.8,"Torino",2,1.7,11572,"Stadio Giovanni Zini","Paolo Valeri",NA,"https://fbref.com/en/matches/ff16ac21/Cremonese-Torino-August-27-2022-Serie-A"
"225","Serie A","M","ITA",2023,"Serie A","3","Sat",2022-08-27,"20:45","Milan",2,1.9,"Bologna",0,0.5,70430,"Stadio Giuseppe Meazza","Gianluca Manganiello",NA,"https://fbref.com/en/matches/04907750/Milan-Bologna-August-27-2022-Serie-A"
"226","Serie A","M","ITA",2023,"Serie A","3","Sat",2022-08-27,"20:45","Spezia",2,1.2,"Sassuolo",2,2.8,6500,"Stadio Alberto Picco","Francesco Cosso",NA,"https://fbref.com/en/matches/c4e3939b/Spezia-Sassuolo-August-27-2022-Serie-A"
"227","Serie A","M","ITA",2023,"Serie A","3","Sun",2022-08-28,"18:30","Salernitana",4,1.7,"Sampdoria",0,1.8,19116,"Stadio Arechi","Davide Massa",NA,"https://fbref.com/en/matches/3aeb5a7a/Salernitana-Sampdoria-August-28-2022-Serie-A"
"228","Serie A","M","ITA",2023,"Serie A","3","Sun",2022-08-28,"18:30","Hellas Verona",0,0.5,"Atalanta",1,0.8,16106,"Stadio Marc'Antonio Bentegodi","Alessandro Prontera",NA,"https://fbref.com/en/matches/c5d6e8c5/Hellas-Verona-Atalanta-August-28-2022-Serie-A"
"229","Serie A","M","ITA",2023,"Serie A","3","Sun",2022-08-28,"20:45","Lecce",1,0.9,"Empoli",1,0.4,23941,"Stadio Comunale Via Del Mare","Alberto Santoro",NA,"https://fbref.com/en/matches/b39f604a/Lecce-Empoli-August-28-2022-Serie-A"
"230","Serie A","M","ITA",2023,"Serie A","3","Sun",2022-08-28,"20:45","Fiorentina",0,0.5,"Napoli",0,1.7,32286,"Stadio Artemio Franchi","Livio Marinelli",NA,"https://fbref.com/en/matches/e2bb77f0/Fiorentina-Napoli-August-28-2022-Serie-A"
"231","Serie A","M","ITA",2023,"Serie A","30","Fri",2023-04-14,"18:30","Cremonese",1,1.2,"Empoli",0,1.2,8966,"Stadio Giovanni Zini","Luca Zufferli",NA,"https://fbref.com/en/matches/1d03b358/Cremonese-Empoli-April-14-2023-Serie-A"
"232","Serie A","M","ITA",2023,"Serie A","30","Fri",2023-04-14,"20:45","Spezia",0,0.7,"Lazio",3,2.8,9500,"Stadio Alberto Picco","Massimiliano Irrati",NA,"https://fbref.com/en/matches/513a7d11/Spezia-Lazio-April-14-2023-Serie-A"
"233","Serie A","M","ITA",2023,"Serie A","30","Sat",2023-04-15,"15:00","Bologna",1,0.6,"Milan",1,1.4,29024,"Stadio Renato Dall'Ara","Davide Massa",NA,"https://fbref.com/en/matches/c88d1095/Bologna-Milan-April-15-2023-Serie-A"
"234","Serie A","M","ITA",2023,"Serie A","30","Sat",2023-04-15,"18:00","Napoli",0,0.4,"Hellas Verona",0,0.4,39216,"Stadio Diego Armando Maradona","Federico La Penna",NA,"https://fbref.com/en/matches/848e6854/Napoli-Hellas-Verona-April-15-2023-Serie-A"
"235","Serie A","M","ITA",2023,"Serie A","30","Sat",2023-04-15,"20:45","Inter",0,2.1,"Monza",1,0.7,74135,"Stadio Giuseppe Meazza","Luca Pairetto",NA,"https://fbref.com/en/matches/69a5c5bf/Internazionale-Monza-April-15-2023-Serie-A"
"236","Serie A","M","ITA",2023,"Serie A","30","Sun",2023-04-16,"12:30","Lecce",1,2.6,"Sampdoria",1,0.6,22471,"Stadio Comunale Via Del Mare","Maurizio Mariani",NA,"https://fbref.com/en/matches/2b433a91/Lecce-Sampdoria-April-16-2023-Serie-A"
"237","Serie A","M","ITA",2023,"Serie A","30","Sun",2023-04-16,"15:00","Torino",1,1.7,"Salernitana",1,0.7,21122,"Stadio Olimpico di Torino","Gianluca Aureliano",NA,"https://fbref.com/en/matches/e49ad6cf/Torino-Salernitana-April-16-2023-Serie-A"
"238","Serie A","M","ITA",2023,"Serie A","30","Sun",2023-04-16,"18:00","Sassuolo",1,0.9,"Juventus",0,1.1,19566,"Mapei Stadium - Città del Tricolore","Antonio Rapuano",NA,"https://fbref.com/en/matches/ee18a239/Sassuolo-Juventus-April-16-2023-Serie-A"
"239","Serie A","M","ITA",2023,"Serie A","30","Sun",2023-04-16,"20:45","Roma",3,2.5,"Udinese",0,1.2,61015,"Stadio Olimpico","Antonio Giua",NA,"https://fbref.com/en/matches/a3c2687a/Roma-Udinese-April-16-2023-Serie-A"
"240","Serie A","M","ITA",2023,"Serie A","30","Mon",2023-04-17,"20:45","Fiorentina",1,1.9,"Atalanta",1,0.5,29628,"Stadio Artemio Franchi","Marco Guida",NA,"https://fbref.com/en/matches/cb9caf1b/Fiorentina-Atalanta-April-17-2023-Serie-A"
"241","Serie A","M","ITA",2023,"Serie A","31","Fri",2023-04-21,"20:45","Hellas Verona",2,1.4,"Bologna",1,1.3,21031,"Stadio Marc'Antonio Bentegodi","Maurizio Mariani",NA,"https://fbref.com/en/matches/16551b6f/Hellas-Verona-Bologna-April-21-2023-Serie-A"
"242","Serie A","M","ITA",2023,"Serie A","31","Sat",2023-04-22,"15:00","Salernitana",3,1.3,"Sassuolo",0,0.7,23060,"Stadio Arechi","Giacomo Camplone",NA,"https://fbref.com/en/matches/c4b38610/Salernitana-Sassuolo-April-22-2023-Serie-A"
"243","Serie A","M","ITA",2023,"Serie A","31","Sat",2023-04-22,"18:00","Lazio",0,0.6,"Torino",1,0.6,50000,"Stadio Olimpico","Davide Ghersini",NA,"https://fbref.com/en/matches/bad0eeaa/Lazio-Torino-April-22-2023-Serie-A"
"244","Serie A","M","ITA",2023,"Serie A","31","Sat",2023-04-22,"20:45","Sampdoria",1,1.4,"Spezia",1,2.5,19181,"Stadio Comunale Luigi Ferraris","Fabio Maresca",NA,"https://fbref.com/en/matches/d37c5c6e/Sampdoria-Spezia-April-22-2023-Serie-A"
"245","Serie A","M","ITA",2023,"Serie A","31","Sun",2023-04-23,"12:30","Empoli",0,0.9,"Inter",3,1.1,15337,"Stadio Carlo Castellani","Livio Marinelli",NA,"https://fbref.com/en/matches/50158e30/Empoli-Internazionale-April-23-2023-Serie-A"
"246","Serie A","M","ITA",2023,"Serie A","31","Sun",2023-04-23,"15:00","Udinese",3,1.6,"Cremonese",0,0.9,23455,"Dacia Arena","Francesco Fourneau",NA,"https://fbref.com/en/matches/081fdd6b/Udinese-Cremonese-April-23-2023-Serie-A"
"247","Serie A","M","ITA",2023,"Serie A","31","Sun",2023-04-23,"15:00","Monza",3,1.5,"Fiorentina",2,1.3,13118,"U-Power Stadium","Juan Sacchi",NA,"https://fbref.com/en/matches/631115c4/Monza-Fiorentina-April-23-2023-Serie-A"
"248","Serie A","M","ITA",2023,"Serie A","31","Sun",2023-04-23,"18:00","Milan",2,0.8,"Lecce",0,1.2,72614,"Stadio Giuseppe Meazza","Daniele Chiffi",NA,"https://fbref.com/en/matches/d7e0f3f0/Milan-Lecce-April-23-2023-Serie-A"
"249","Serie A","M","ITA",2023,"Serie A","31","Sun",2023-04-23,"20:45","Juventus",0,0.4,"Napoli",1,1.2,39839,"Allianz Stadium","Michael Fabbri",NA,"https://fbref.com/en/matches/b06a67ca/Juventus-Napoli-April-23-2023-Serie-A"
"250","Serie A","M","ITA",2023,"Serie A","31","Mon",2023-04-24,"20:45","Atalanta",3,0.9,"Roma",1,1,19445,"Gewiss Stadium","Massimiliano Irrati",NA,"https://fbref.com/en/matches/f890833d/Atalanta-Roma-April-24-2023-Serie-A"
"251","Serie A","M","ITA",2023,"Serie A","32","Fri",2023-04-28,"18:30","Lecce",1,2,"Udinese",0,0.7,23069,"Stadio Comunale Via Del Mare","Matteo Marchetti",NA,"https://fbref.com/en/matches/0b43c35e/Lecce-Udinese-April-28-2023-Serie-A"
"252","Serie A","M","ITA",2023,"Serie A","32","Fri",2023-04-28,"20:45","Spezia",0,1.7,"Monza",2,0.9,9200,"Stadio Alberto Picco","Antonio Rapuano",NA,"https://fbref.com/en/matches/545c2cd0/Spezia-Monza-April-28-2023-Serie-A"
"253","Serie A","M","ITA",2023,"Serie A","32","Sat",2023-04-29,"18:00","Roma",1,1,"Milan",1,1,64191,"Stadio Olimpico","Daniele Orsato",NA,"https://fbref.com/en/matches/9272416d/Roma-Milan-April-29-2023-Serie-A"
"254","Serie A","M","ITA",2023,"Serie A","32","Sat",2023-04-29,"20:45","Torino",1,0.3,"Atalanta",2,0.5,20196,"Stadio Olimpico di Torino","Juan Sacchi",NA,"https://fbref.com/en/matches/01babd1c/Torino-Atalanta-April-29-2023-Serie-A"
"255","Serie A","M","ITA",2023,"Serie A","32","Sun",2023-04-30,"12:30","Inter",3,3.1,"Lazio",1,0.8,75500,"Stadio Giuseppe Meazza","Marco Guida",NA,"https://fbref.com/en/matches/66363a42/Internazionale-Lazio-April-30-2023-Serie-A"
"256","Serie A","M","ITA",2023,"Serie A","32","Sun",2023-04-30,"15:00","Cremonese",1,0.7,"Hellas Verona",1,1.1,11645,"Stadio Giovanni Zini","Daniele Doveri",NA,"https://fbref.com/en/matches/6c978db4/Cremonese-Hellas-Verona-April-30-2023-Serie-A"
"257","Serie A","M","ITA",2023,"Serie A","32","Sun",2023-04-30,"15:00","Sassuolo",2,1.8,"Empoli",1,0.4,10267,"Mapei Stadium - Città del Tricolore","Federico Dionisi",NA,"https://fbref.com/en/matches/a694adf3/Sassuolo-Empoli-April-30-2023-Serie-A"
"258","Serie A","M","ITA",2023,"Serie A","32","Sun",2023-04-30,"15:00","Napoli",1,1.6,"Salernitana",1,0.3,54726,"Stadio Diego Armando Maradona","Matteo Marcenaro",NA,"https://fbref.com/en/matches/e6fda8f8/Napoli-Salernitana-April-30-2023-Serie-A"
"259","Serie A","M","ITA",2023,"Serie A","32","Sun",2023-04-30,"18:00","Fiorentina",5,1.7,"Sampdoria",0,0.4,30602,"Stadio Artemio Franchi","Antonio Giua",NA,"https://fbref.com/en/matches/46520cb0/Fiorentina-Sampdoria-April-30-2023-Serie-A"
"260","Serie A","M","ITA",2023,"Serie A","32","Sun",2023-04-30,"20:45","Bologna",1,1.9,"Juventus",1,2.7,30071,"Stadio Renato Dall'Ara","Simone Sozza",NA,"https://fbref.com/en/matches/153bfab3/Bologna-Juventus-April-30-2023-Serie-A"
"261","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"18:00","Sampdoria",0,0.3,"Torino",2,2,16865,"Stadio Comunale Luigi Ferraris","Giacomo Camplone",NA,"https://fbref.com/en/matches/226dc5e0/Sampdoria-Torino-May-3-2023-Serie-A"
"262","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"18:00","Juventus",2,1.8,"Lecce",1,1.7,33757,"Allianz Stadium","Francesco Fourneau",NA,"https://fbref.com/en/matches/44e9c13b/Juventus-Lecce-May-3-2023-Serie-A"
"263","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"18:00","Salernitana",3,1.1,"Fiorentina",3,1.9,17868,"Stadio Arechi","Ivan Pezzuto",NA,"https://fbref.com/en/matches/8390ea38/Salernitana-Fiorentina-May-3-2023-Serie-A"
"264","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"18:00","Atalanta",3,0.8,"Spezia",2,1,17417,"Gewiss Stadium","Livio Marinelli",NA,"https://fbref.com/en/matches/e74ef1d8/Atalanta-Spezia-May-3-2023-Serie-A"
"265","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"21:00","Milan",1,1.6,"Cremonese",1,1.2,68136,"Stadio Giuseppe Meazza","Luca Pairetto",NA,"https://fbref.com/en/matches/978e3d86/Milan-Cremonese-May-3-2023-Serie-A"
"266","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"21:00","Lazio",2,1.9,"Sassuolo",0,0.9,35000,"Stadio Olimpico","Massimiliano Irrati",NA,"https://fbref.com/en/matches/b9e702d0/Lazio-Sassuolo-May-3-2023-Serie-A"
"267","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"21:00","Hellas Verona",0,0.5,"Inter",6,2.4,19409,"Stadio Marc'Antonio Bentegodi","Daniele Orsato",NA,"https://fbref.com/en/matches/c487126f/Hellas-Verona-Internazionale-May-3-2023-Serie-A"
"268","Serie A","M","ITA",2023,"Serie A","33","Wed",2023-05-03,"21:00","Monza",1,0.9,"Roma",1,1,12388,"U-Power Stadium","Daniele Chiffi",NA,"https://fbref.com/en/matches/caeb207e/Monza-Roma-May-3-2023-Serie-A"
"269","Serie A","M","ITA",2023,"Serie A","33","Thu",2023-05-04,"20:45","Udinese",1,0.3,"Napoli",1,0.5,24911,"Dacia Arena","Rosario Abisso",NA,"https://fbref.com/en/matches/47f27780/Udinese-Napoli-May-4-2023-Serie-A"
"270","Serie A","M","ITA",2023,"Serie A","33","Thu",2023-05-04,"20:45","Empoli",3,1,"Bologna",1,2,8349,"Stadio Carlo Castellani","Federico La Penna",NA,"https://fbref.com/en/matches/99554d9f/Empoli-Bologna-May-4-2023-Serie-A"
"271","Serie A","M","ITA",2023,"Serie A","34","Sat",2023-05-06,"15:00","Milan",2,0.8,"Lazio",0,1.2,72365,"Stadio Giuseppe Meazza","Antonio Rapuano",NA,"https://fbref.com/en/matches/d502cee9/Milan-Lazio-May-6-2023-Serie-A"
"272","Serie A","M","ITA",2023,"Serie A","34","Sat",2023-05-06,"18:00","Roma",0,0.9,"Inter",2,0.7,61870,"Stadio Olimpico","Fabio Maresca",NA,"https://fbref.com/en/matches/45bc0837/Roma-Internazionale-May-6-2023-Serie-A"
"273","Serie A","M","ITA",2023,"Serie A","34","Sat",2023-05-06,"20:45","Cremonese",2,0.9,"Spezia",0,1.3,10260,"Stadio Giovanni Zini","Marco Guida",NA,"https://fbref.com/en/matches/2f6c6675/Cremonese-Spezia-May-6-2023-Serie-A"
"274","Serie A","M","ITA",2023,"Serie A","34","Sun",2023-05-07,"12:30","Atalanta",0,1.1,"Juventus",2,1,19570,"Gewiss Stadium","Daniele Doveri",NA,"https://fbref.com/en/matches/f725ba27/Atalanta-Juventus-May-7-2023-Serie-A"
"275","Serie A","M","ITA",2023,"Serie A","34","Sun",2023-05-07,"15:00","Torino",1,0.9,"Monza",1,0.9,19517,"Stadio Olimpico di Torino","Luca Zufferli",NA,"https://fbref.com/en/matches/f2170761/Torino-Monza-May-7-2023-Serie-A"
"276","Serie A","M","ITA",2023,"Serie A","34","Sun",2023-05-07,"18:00","Napoli",1,2,"Fiorentina",0,1.1,46522,"Stadio Diego Armando Maradona","Matteo Marchetti",NA,"https://fbref.com/en/matches/6e08de10/Napoli-Fiorentina-May-7-2023-Serie-A"
"277","Serie A","M","ITA",2023,"Serie A","34","Sun",2023-05-07,"20:45","Lecce",0,0.8,"Hellas Verona",1,0.8,24768,"Stadio Comunale Via Del Mare","Davide Massa",NA,"https://fbref.com/en/matches/9d3a7419/Lecce-Hellas-Verona-May-7-2023-Serie-A"
"278","Serie A","M","ITA",2023,"Serie A","34","Mon",2023-05-08,"18:30","Udinese",2,1,"Sampdoria",0,0.9,20430,"Dacia Arena","Niccolò Baroni",NA,"https://fbref.com/en/matches/1e4613ad/Udinese-Sampdoria-May-8-2023-Serie-A"
"279","Serie A","M","ITA",2023,"Serie A","34","Mon",2023-05-08,"18:30","Empoli",2,1.8,"Salernitana",1,0.7,10760,"Stadio Carlo Castellani","Manuel Volpi",NA,"https://fbref.com/en/matches/384638a6/Empoli-Salernitana-May-8-2023-Serie-A"
"280","Serie A","M","ITA",2023,"Serie A","34","Mon",2023-05-08,"20:45","Sassuolo",1,0.3,"Bologna",1,0.5,13664,"Mapei Stadium - Città del Tricolore","Maria Sole Ferrieri Caputi",NA,"https://fbref.com/en/matches/dc28f0cf/Sassuolo-Bologna-May-8-2023-Serie-A"
"281","Serie A","M","ITA",2023,"Serie A","35","Fri",2023-05-12,"20:45","Lazio",2,1.7,"Lecce",2,1.4,40000,"Stadio Olimpico","Fabio Maresca",NA,"https://fbref.com/en/matches/e906f8d4/Lazio-Lecce-May-12-2023-Serie-A"
"282","Serie A","M","ITA",2023,"Serie A","35","Sat",2023-05-13,"15:00","Salernitana",1,0.5,"Atalanta",0,1.2,17400,"Stadio Arechi","Marco Piccinini",NA,"https://fbref.com/en/matches/356b2e53/Salernitana-Atalanta-May-13-2023-Serie-A"
"283","Serie A","M","ITA",2023,"Serie A","35","Sat",2023-05-13,"18:00","Spezia",2,1.8,"Milan",0,1,11366,"Stadio Alberto Picco","Daniele Doveri",NA,"https://fbref.com/en/matches/4739933d/Spezia-Milan-May-13-2023-Serie-A"
"284","Serie A","M","ITA",2023,"Serie A","35","Sat",2023-05-13,"20:45","Inter",4,1.4,"Sassuolo",2,2.3,71246,"Stadio Giuseppe Meazza","Matteo Marcenaro",NA,"https://fbref.com/en/matches/31c1df52/Internazionale-Sassuolo-May-13-2023-Serie-A"
"285","Serie A","M","ITA",2023,"Serie A","35","Sun",2023-05-14,"12:30","Hellas Verona",0,0.5,"Torino",1,1.8,19658,"Stadio Marc'Antonio Bentegodi","Marco Di Bello",NA,"https://fbref.com/en/matches/33a2394a/Hellas-Verona-Torino-May-14-2023-Serie-A"
"286","Serie A","M","ITA",2023,"Serie A","35","Sun",2023-05-14,"15:00","Fiorentina",2,2.1,"Udinese",0,0.3,27383,"Stadio Artemio Franchi","Daniele Paterna",NA,"https://fbref.com/en/matches/81c773b1/Fiorentina-Udinese-May-14-2023-Serie-A"
"287","Serie A","M","ITA",2023,"Serie A","35","Sun",2023-05-14,"15:00","Monza",2,1.3,"Napoli",0,1.1,14455,"U-Power Stadium","Francesco Cosso",NA,"https://fbref.com/en/matches/8c81edd7/Monza-Napoli-May-14-2023-Serie-A"
"288","Serie A","M","ITA",2023,"Serie A","35","Sun",2023-05-14,"18:00","Bologna",0,0.4,"Roma",0,1.2,23824,"Stadio Renato Dall'Ara","Daniele Orsato",NA,"https://fbref.com/en/matches/e3682065/Bologna-Roma-May-14-2023-Serie-A"
"289","Serie A","M","ITA",2023,"Serie A","35","Sun",2023-05-14,"20:45","Juventus",2,1.6,"Cremonese",0,0.1,39439,"Allianz Stadium","Daniele Chiffi",NA,"https://fbref.com/en/matches/67d71e30/Juventus-Cremonese-May-14-2023-Serie-A"
