"","X","gameID","date","away_team","home_team","away_even","home_even","away_powerplay","home_powerplay","away_shorthanded","home_shorthanded","away_OT","home_OT","away_SO","home_SO"
"1025",1025,"45362-NJ@NYR","2024-03-11","New Jersey Devils","New York Rangers",1,3,0,0,0,0,0,0,0,0
"1026",1026,"45362-NYI@LA","2024-03-11","New York Islanders","Los Angeles Kings",0,3,0,0,0,0,0,0,0,0
"1027",1027,"45362-STL@BOS","2024-03-11","St. Louis Blues","Boston Bruins",4,1,0,0,1,0,0,0,0,0
"1028",1028,"45362-WSH@WPG","2024-03-11","Washington Capitals","Winnipeg Jets",0,3,0,0,0,0,0,0,0,0
"1029",1029,"45363-ANA@CHI","2024-03-12","Anaheim Ducks","Chicago Blackhawks",1,3,1,4,0,0,0,0,0,0
"1030",1030,"45363-ARI@MIN","2024-03-12","Arizona Coyotes","Minnesota Wild",1,3,0,1,0,0,0,0,0,0
"1031",1031,"45363-CBJ@MTL","2024-03-12","Columbus Blue Jackets","Montreal Canadiens",0,2,0,1,0,0,0,0,0,0
"1032",1032,"45363-COL@CGY","2024-03-12","Colorado Avalanche","Calgary Flames",5,2,0,0,1,0,0,0,0,0
"1033",1033,"45363-DET@BUF","2024-03-12","Detroit Red Wings","Buffalo Sabres",2,7,0,0,1,0,0,0,0,0
"1034",1034,"45363-FLA@DAL","2024-03-12","Florida Panthers","Dallas Stars",1,2,0,1,3,0,0,0,0,0
"1035",1035,"45363-NYR@CAR","2024-03-12","New York Rangers","Carolina Hurricanes",1,0,0,0,0,0,0,0,0,0
"1036",1036,"45363-PIT@OTT","2024-03-12","Pittsburgh Penguins","Ottawa Senators",1,1,0,0,0,0,0,1,0,0
"1037",1037,"45363-SJ@PHI","2024-03-12","San Jose Sharks","Philadelphia Flyers",0,2,0,1,2,0,0,0,0,0
"1038",1038,"45363-VGS@SEA","2024-03-12","Vegas Golden Knights","Seattle Kraken",3,4,0,0,1,0,1,0,0,0
"1039",1039,"45364-COL@VAN","2024-03-13","Colorado Avalanche","Vancouver Canucks",2,3,0,0,1,0,1,0,0,0
"1040",1040,"45364-LA@STL","2024-03-13","Los Angeles Kings","St. Louis Blues",1,3,0,0,0,0,0,0,0,0
"1041",1041,"45364-NSH@WPG","2024-03-13","Nashville Predators","Winnipeg Jets",4,1,0,1,0,0,0,0,0,0
"1042",1042,"45364-WSH@EDM","2024-03-13","Washington Capitals","Edmonton Oilers",1,4,0,3,1,0,0,0,0,0
"1043",1043,"45365-ANA@MIN","2024-03-14","Anaheim Ducks","Minnesota Wild",0,2,0,0,0,0,0,0,0,0
"1044",1044,"45365-ARI@DET","2024-03-14","Arizona Coyotes","Detroit Red Wings",3,0,1,1,0,0,0,0,0,0
"1045",1045,"45365-BOS@MTL","2024-03-14","Boston Bruins","Montreal Canadiens",1,1,0,0,0,0,1,0,0,0
"1046",1046,"45365-FLA@CAR","2024-03-14","Florida Panthers","Carolina Hurricanes",0,4,0,0,0,0,0,0,0,0
"1047",1047,"45365-NJ@DAL","2024-03-14","New Jersey Devils","Dallas Stars",6,2,0,0,0,0,0,0,0,0
"1048",1048,"45365-NYI@BUF","2024-03-14","New York Islanders","Buffalo Sabres",0,3,0,1,0,0,0,0,0,0
"1049",1049,"45365-NYR@TB","2024-03-14","New York Rangers","Tampa Bay Lightning",3,5,0,1,0,0,0,0,0,0
"1050",1050,"45365-OTT@CBJ","2024-03-14","Ottawa Senators","Columbus Blue Jackets",2,1,0,1,0,0,0,0,1,0
"1051",1051,"45365-SJ@PIT","2024-03-14","San Jose Sharks","Pittsburgh Penguins",3,6,0,0,0,0,0,0,0,0
"1052",1052,"45365-TOR@PHI","2024-03-14","Toronto Maple Leafs","Philadelphia Flyers",6,0,0,1,0,1,0,0,0,0
"1053",1053,"45365-VGS@CGY","2024-03-14","Vegas Golden Knights","Calgary Flames",1,4,0,0,0,0,0,0,0,0
"1054",1054,"45365-WSH@SEA","2024-03-14","Washington Capitals","Seattle Kraken",1,0,0,1,1,0,0,0,0,0
"1055",1055,"45366-ANA@WPG","2024-03-15","Anaheim Ducks","Winnipeg Jets",0,3,0,3,0,0,0,0,0,0
"1056",1056,"45366-LA@CHI","2024-03-15","Los Angeles Kings","Chicago Blackhawks",4,0,0,0,1,0,0,0,0,0
"1057",1057,"45367-BUF@DET","2024-03-16","Buffalo Sabres","Detroit Red Wings",0,4,0,0,1,0,0,0,0,0
"1058",1058,"45367-CAR@TOR","2024-03-16","Carolina Hurricanes","Toronto Maple Leafs",2,4,0,0,2,0,0,0,1,0
"1059",1059,"45367-COL@EDM","2024-03-16","Colorado Avalanche","Edmonton Oilers",2,2,0,0,0,0,1,0,0,0
"1060",1060,"45367-LA@DAL","2024-03-16","Los Angeles Kings","Dallas Stars",1,3,0,1,0,0,0,0,0,0
"1061",1061,"45367-MIN@STL","2024-03-16","Minnesota Wild","St. Louis Blues",2,1,0,1,0,0,0,0,0,1
"1062",1062,"45367-MTL@CGY","2024-03-16","Montreal Canadiens","Calgary Flames",2,3,0,2,0,0,0,0,0,0
"1063",1063,"45367-NJ@ARI","2024-03-16","New Jersey Devils","Arizona Coyotes",1,3,0,1,0,0,0,0,0,0
"1064",1064,"45367-NSH@SEA","2024-03-16","Nashville Predators","Seattle Kraken",3,0,0,1,1,0,0,0,0,0
"1065",1065,"45367-NYR@PIT","2024-03-16","New York Rangers","Pittsburgh Penguins",5,3,0,1,2,0,0,0,0,0
"1066",1066,"45367-OTT@NYI","2024-03-16","Ottawa Senators","New York Islanders",2,2,0,1,1,0,1,0,0,0
"1067",1067,"45367-PHI@BOS","2024-03-16","Philadelphia Flyers","Boston Bruins",5,5,0,1,0,0,0,0,0,0
"1068",1068,"45367-SJ@CBJ","2024-03-16","San Jose Sharks","Columbus Blue Jackets",2,4,0,0,0,0,0,0,0,0
"1069",1069,"45367-TB@FLA","2024-03-16","Tampa Bay Lightning","Florida Panthers",4,1,0,1,1,1,0,0,0,0
"1070",1070,"45367-WSH@VAN","2024-03-16","Washington Capitals","Vancouver Canucks",2,1,0,0,0,0,0,0,0,0
"1071",1071,"45368-ANA@STL","2024-03-17","Anaheim Ducks","St. Louis Blues",2,1,0,3,0,0,0,0,0,0
"1072",1072,"45368-CAR@OTT","2024-03-17","Carolina Hurricanes","Ottawa Senators",6,2,0,0,1,0,0,0,0,0
"1073",1073,"45368-DET@PIT","2024-03-17","Detroit Red Wings","Pittsburgh Penguins",2,5,0,1,1,0,0,0,0,0
"1074",1074,"45368-NJ@VGS","2024-03-17","New Jersey Devils","Vegas Golden Knights",1,3,0,0,0,0,0,0,0,0
"1075",1075,"45368-NYI@NYR","2024-03-17","New York Islanders","New York Rangers",1,5,1,0,0,0,0,0,0,0
"1076",1076,"45368-SJ@CHI","2024-03-17","San Jose Sharks","Chicago Blackhawks",2,5,0,0,0,0,0,0,0,0
"1077",1077,"45368-WPG@CBJ","2024-03-17","Winnipeg Jets","Columbus Blue Jackets",6,1,0,0,0,0,0,0,0,0
"1078",1078,"45369-BUF@SEA","2024-03-18","Buffalo Sabres","Seattle Kraken",6,1,0,1,0,0,0,0,0,0
"1079",1079,"45369-WSH@CGY","2024-03-18","Washington Capitals","Calgary Flames",3,2,0,0,2,0,0,0,0,0
"1080",1080,"45370-BUF@VAN","2024-03-19","Buffalo Sabres","Vancouver Canucks",2,2,0,1,0,0,0,0,0,0
"1081",1081,"45370-CAR@NYI","2024-03-19","Carolina Hurricanes","New York Islanders",3,1,0,0,1,0,0,0,0,0
"1082",1082,"45370-CBJ@DET","2024-03-19","Columbus Blue Jackets","Detroit Red Wings",2,2,0,1,1,0,0,1,0,0
"1083",1083,"45370-CHI@LA","2024-03-19","Chicago Blackhawks","Los Angeles Kings",1,5,0,1,1,0,0,0,0,0
"1084",1084,"45370-COL@STL","2024-03-19","Colorado Avalanche","St. Louis Blues",3,3,0,0,1,0,0,0,0,0
"1085",1085,"45370-MIN@ANA","2024-03-19","Minnesota Wild","Anaheim Ducks",3,0,0,0,1,0,0,0,0,0
"1086",1086,"45370-MTL@EDM","2024-03-19","Montreal Canadiens","Edmonton Oilers",2,2,0,0,0,0,0,1,0,0
"1087",1087,"45370-OTT@BOS","2024-03-19","Ottawa Senators","Boston Bruins",1,4,0,2,1,0,0,0,0,0
"1088",1088,"45370-PIT@NJ","2024-03-19","Pittsburgh Penguins","New Jersey Devils",2,3,0,2,0,0,0,0,0,0
"1089",1089,"45370-SJ@NSH","2024-03-19","San Jose Sharks","Nashville Predators",2,8,0,0,0,0,0,0,0,0
"1090",1090,"45370-TB@VGS","2024-03-19","Tampa Bay Lightning","Vegas Golden Knights",3,3,1,0,1,0,0,0,0,0
"1091",1091,"45370-TOR@PHI","2024-03-19","Toronto Maple Leafs","Philadelphia Flyers",2,4,0,0,1,0,0,0,0,0
"1092",1092,"45370-WPG@NYR","2024-03-19","Winnipeg Jets","New York Rangers",3,1,0,1,1,0,0,0,0,0
"1093",1093,"45371-ARI@DAL","2024-03-20","Arizona Coyotes","Dallas Stars",2,5,0,0,0,0,0,0,0,0
"1094",1094,"45371-MIN@LA","2024-03-20","Minnesota Wild","Los Angeles Kings",0,4,0,2,0,0,0,0,0,0
"1095",1095,"45371-TOR@WSH","2024-03-20","Toronto Maple Leafs","Washington Capitals",6,2,0,1,1,0,0,0,0,0
"1096",1096,"45372-BUF@EDM","2024-03-21","Buffalo Sabres","Edmonton Oilers",3,7,0,1,0,0,0,0,0,0
"1097",1097,"45372-CHI@ANA","2024-03-21","Chicago Blackhawks","Anaheim Ducks",0,3,0,1,0,0,0,0,0,0
"1098",1098,"45372-MTL@VAN","2024-03-21","Montreal Canadiens","Vancouver Canucks",1,4,0,0,0,0,0,0,0,0
"1099",1099,"45372-NSH@FLA","2024-03-21","Nashville Predators","Florida Panthers",2,0,0,0,1,0,0,0,0,0
"1100",1100,"45372-NYI@DET","2024-03-21","New York Islanders","Detroit Red Wings",2,6,0,0,1,0,0,0,0,0
"1101",1101,"45372-NYR@BOS","2024-03-21","New York Rangers","Boston Bruins",5,2,0,0,0,0,0,0,0,0
"1102",1102,"45372-PHI@CAR","2024-03-21","Philadelphia Flyers","Carolina Hurricanes",2,2,0,0,0,0,0,1,0,0
"1103",1103,"45372-SEA@VGS","2024-03-21","Seattle Kraken","Vegas Golden Knights",0,2,0,1,1,0,0,0,0,0
"1104",1104,"45372-STL@OTT","2024-03-21","St. Louis Blues","Ottawa Senators",5,1,0,1,0,0,0,0,0,0
"1105",1105,"45372-TB@SJ","2024-03-21","Tampa Bay Lightning","San Jose Sharks",3,1,0,0,1,0,0,0,0,0
"1106",1106,"45372-WPG@NJ","2024-03-21","Winnipeg Jets","New Jersey Devils",1,1,0,3,0,0,0,0,0,0
"1107",1107,"45373-CAR@WSH","2024-03-22","Carolina Hurricanes","Washington Capitals",5,3,0,3,1,0,0,0,0,1
"1108",1108,"45373-CBJ@COL","2024-03-22","Columbus Blue Jackets","Colorado Avalanche",1,5,0,1,0,0,0,0,0,0
"1109",1109,"45373-PIT@DAL","2024-03-22","Pittsburgh Penguins","Dallas Stars",2,3,0,1,0,0,0,0,0,0
"1110",1110,"45373-SEA@ARI","2024-03-22","Seattle Kraken","Arizona Coyotes",1,1,0,0,0,0,0,1,0,0
"1111",1111,"45374-BOS@PHI","2024-03-23","Boston Bruins","Philadelphia Flyers",2,2,0,1,0,0,0,0,0,0
"1112",1112,"45374-CBJ@VGS","2024-03-23","Columbus Blue Jackets","Vegas Golden Knights",2,3,0,1,0,0,0,0,0,0
"1113",1113,"45374-CGY@VAN","2024-03-23","Calgary Flames","Vancouver Canucks",2,3,0,1,0,0,0,0,0,0
"1114",1114,"45374-CHI@SJ","2024-03-23","Chicago Blackhawks","San Jose Sharks",4,2,0,2,0,0,1,0,0,0
"1115",1115,"45374-DET@NSH","2024-03-23","Detroit Red Wings","Nashville Predators",0,1,0,0,0,0,0,0,0,0
"1116",1116,"45374-EDM@TOR","2024-03-23","Edmonton Oilers","Toronto Maple Leafs",1,5,0,1,2,0,0,0,0,0
"1117",1117,"45374-FLA@NYR","2024-03-23","Florida Panthers","New York Rangers",3,2,0,1,0,0,0,0,0,1
"1118",1118,"45374-OTT@NJ","2024-03-23","Ottawa Senators","New Jersey Devils",4,2,1,0,0,0,0,0,0,0
"1119",1119,"45374-STL@MIN","2024-03-23","St. Louis Blues","Minnesota Wild",4,4,0,0,0,0,1,0,0,0
"1120",1120,"45374-TB@LA","2024-03-23","Tampa Bay Lightning","Los Angeles Kings",1,3,0,0,2,0,0,1,0,0
"1121",1121,"45374-WPG@NYI","2024-03-23","Winnipeg Jets","New York Islanders",3,6,0,0,0,0,0,0,0,0
"1122",1122,"45375-BUF@CGY","2024-03-24","Buffalo Sabres","Calgary Flames",4,0,0,1,0,0,0,0,0,0
"1123",1123,"45375-DAL@ARI","2024-03-24","Dallas Stars","Arizona Coyotes",4,2,0,0,0,0,0,0,0,0
"1124",1124,"45375-EDM@OTT","2024-03-24","Edmonton Oilers","Ottawa Senators",1,2,0,3,2,0,0,0,0,0
"1125",1125,"45375-FLA@PHI","2024-03-24","Florida Panthers","Philadelphia Flyers",3,0,0,1,1,0,0,0,0,0
"1126",1126,"45375-MTL@SEA","2024-03-24","Montreal Canadiens","Seattle Kraken",4,1,1,0,0,0,0,0,0,0
"1127",1127,"45375-NJ@NYI","2024-03-24","New Jersey Devils","New York Islanders",3,0,0,0,1,0,0,0,0,0
"1128",1128,"45375-PIT@COL","2024-03-24","Pittsburgh Penguins","Colorado Avalanche",4,4,0,0,0,0,0,1,0,0
"1129",1129,"45375-TB@ANA","2024-03-24","Tampa Bay Lightning","Anaheim Ducks",2,2,0,0,0,0,1,0,0,0
"1130",1130,"45375-TOR@CAR","2024-03-24","Toronto Maple Leafs","Carolina Hurricanes",1,1,0,1,0,0,0,0,0,0
"1131",1131,"45375-WPG@WSH","2024-03-24","Winnipeg Jets","Washington Capitals",0,2,0,1,0,0,0,0,0,0
"1132",1132,"45376-LA@VAN","2024-03-25","Los Angeles Kings","Vancouver Canucks",2,2,0,0,1,0,0,0,0,0
"1133",1133,"45376-VGS@STL","2024-03-25","Vegas Golden Knights","St. Louis Blues",1,1,0,0,0,0,1,0,0,0
"1134",1134,"45377-ANA@SEA","2024-03-26","Anaheim Ducks","Seattle Kraken",0,2,0,2,0,0,0,0,0,0
"1135",1135,"45377-BOS@FLA","2024-03-26","Boston Bruins","Florida Panthers",3,3,0,0,1,0,0,0,0,0
"1136",1136,"45377-CAR@PIT","2024-03-26","Carolina Hurricanes","Pittsburgh Penguins",1,4,0,0,0,0,0,0,0,0
"1137",1137,"45377-CBJ@ARI","2024-03-26","Columbus Blue Jackets","Arizona Coyotes",0,3,0,1,2,2,0,0,0,0
"1138",1138,"45377-CGY@CHI","2024-03-26","Calgary Flames","Chicago Blackhawks",1,2,0,1,0,0,0,0,0,0
"1139",1139,"45377-DAL@SJ","2024-03-26","Dallas Stars","San Jose Sharks",4,2,1,1,1,0,0,0,0,0
"1140",1140,"45377-DET@WSH","2024-03-26","Detroit Red Wings","Washington Capitals",2,3,0,0,1,0,0,1,0,0
"1141",1141,"45377-EDM@WPG","2024-03-26","Edmonton Oilers","Winnipeg Jets",2,3,0,0,1,0,1,0,0,0
"1142",1142,"45377-MTL@COL","2024-03-26","Montreal Canadiens","Colorado Avalanche",2,1,0,0,0,0,0,0,0,0
"1143",1143,"45377-NJ@TOR","2024-03-26","New Jersey Devils","Toronto Maple Leafs",6,3,0,0,0,0,0,0,0,0
"1144",1144,"45377-PHI@NYR","2024-03-26","Philadelphia Flyers","New York Rangers",4,3,0,1,1,1,0,1,0,0
"1145",1145,"45377-VGS@NSH","2024-03-26","Vegas Golden Knights","Nashville Predators",4,3,0,1,0,0,0,1,0,0
"1146",1146,"45378-BOS@TB","2024-03-27","Boston Bruins","Tampa Bay Lightning",1,3,0,0,0,0,0,0,0,0
"1147",1147,"45378-OTT@BUF","2024-03-27","Ottawa Senators","Buffalo Sabres",6,2,0,0,0,0,0,0,0,0
"1148",1148,"45379-ANA@SEA","2024-03-28","Anaheim Ducks","Seattle Kraken",0,1,2,3,0,0,0,0,0,0
"1149",1149,"45379-CBJ@PIT","2024-03-28","Columbus Blue Jackets","Pittsburgh Penguins",2,1,0,2,0,0,0,0,0,0
"1150",1150,"45379-CGY@STL","2024-03-28","Calgary Flames","St. Louis Blues",2,4,0,1,1,0,0,0,0,0
"1151",1151,"45379-CHI@OTT","2024-03-28","Chicago Blackhawks","Ottawa Senators",0,1,0,0,0,1,0,0,0,0
"1152",1152,"45379-DAL@VAN","2024-03-28","Dallas Stars","Vancouver Canucks",1,1,0,0,2,0,0,0,0,0
"1153",1153,"45379-DET@CAR","2024-03-28","Detroit Red Wings","Carolina Hurricanes",0,3,0,1,0,0,0,0,0,0
"1154",1154,"45379-LA@EDM","2024-03-28","Los Angeles Kings","Edmonton Oilers",1,3,0,1,0,0,0,0,0,0
"1155",1155,"45379-NSH@ARI","2024-03-28","Nashville Predators","Arizona Coyotes",2,7,0,1,2,0,0,0,0,0
"1156",1156,"45379-NYI@FLA","2024-03-28","New York Islanders","Florida Panthers",3,2,0,0,0,0,0,0,0,0
"1157",1157,"45379-NYR@COL","2024-03-28","New York Rangers","Colorado Avalanche",1,2,0,0,1,0,0,0,1,0
"1158",1158,"45379-PHI@MTL","2024-03-28","Philadelphia Flyers","Montreal Canadiens",1,3,0,1,0,0,0,0,0,0
"1159",1159,"45379-SJ@MIN","2024-03-28","San Jose Sharks","Minnesota Wild",1,3,0,0,0,0,0,0,0,0
"1160",1160,"45379-VGS@WPG","2024-03-28","Vegas Golden Knights","Winnipeg Jets",4,1,0,0,0,0,0,0,0,0
"1161",1161,"45379-WSH@TOR","2024-03-28","Washington Capitals","Toronto Maple Leafs",1,5,0,0,0,0,0,0,0,0
"1162",1162,"45380-NJ@BUF","2024-03-29","New Jersey Devils","Buffalo Sabres",2,5,0,0,0,0,0,0,0,0
"1163",1163,"45381-ANA@EDM","2024-03-30","Anaheim Ducks","Edmonton Oilers",0,5,0,1,1,0,0,0,0,0
"1164",1164,"45381-BOS@WSH","2024-03-30","Boston Bruins","Washington Capitals",2,1,0,1,0,0,0,0,1,0
"1165",1165,"45381-CAR@MTL","2024-03-30","Carolina Hurricanes","Montreal Canadiens",1,0,1,0,1,0,0,0,0,0
"1166",1166,"45381-CHI@PHI","2024-03-30","Chicago Blackhawks","Philadelphia Flyers",4,1,0,0,1,0,0,0,0,0
"1167",1167,"45381-DAL@SEA","2024-03-30","Dallas Stars","Seattle Kraken",2,0,0,0,1,0,0,0,0,0
"1168",1168,"45381-DET@FLA","2024-03-30","Detroit Red Wings","Florida Panthers",0,2,0,0,2,0,0,0,0,1
"1169",1169,"45381-LA@CGY","2024-03-30","Los Angeles Kings","Calgary Flames",0,1,0,3,2,0,0,0,0,0
"1170",1170,"45381-NSH@COL","2024-03-30","Nashville Predators","Colorado Avalanche",4,4,0,3,0,0,0,0,0,0
"1171",1171,"45381-NYI@TB","2024-03-30","New York Islanders","Tampa Bay Lightning",1,3,0,1,0,0,0,0,0,0
"1172",1172,"45381-NYR@ARI","2024-03-30","New York Rangers","Arizona Coyotes",7,4,1,1,0,0,0,0,0,0
"1173",1173,"45381-OTT@WPG","2024-03-30","Ottawa Senators","Winnipeg Jets",2,1,0,1,1,0,0,0,0,0
"1174",1174,"45381-PIT@CBJ","2024-03-30","Pittsburgh Penguins","Columbus Blue Jackets",3,2,0,0,0,1,0,0,0,1
"1175",1175,"45381-SJ@STL","2024-03-30","San Jose Sharks","St. Louis Blues",4,0,0,0,0,0,0,0,0,0
"1176",1176,"45381-TOR@BUF","2024-03-30","Toronto Maple Leafs","Buffalo Sabres",3,0,0,0,0,0,0,0,0,0
"1177",1177,"45381-VGS@MIN","2024-03-30","Vegas Golden Knights","Minnesota Wild",1,0,0,1,0,0,1,0,0,0
"1178",1178,"45382-ANA@VAN","2024-03-31","Anaheim Ducks","Vancouver Canucks",2,1,0,2,0,0,0,0,0,0
"1179",1179,"45383-COL@CBJ","2024-04-01","Colorado Avalanche","Columbus Blue Jackets",1,4,0,0,0,0,0,0,0,0
"1180",1180,"45383-DET@TB","2024-04-01","Detroit Red Wings","Tampa Bay Lightning",4,0,0,1,0,1,0,0,0,0
"1181",1181,"45383-EDM@STL","2024-04-01","Edmonton Oilers","St. Louis Blues",2,1,0,1,0,0,0,1,0,0
"1182",1182,"45383-FLA@TOR","2024-04-01","Florida Panthers","Toronto Maple Leafs",4,6,0,0,0,0,0,0,0,0
"1183",1183,"45383-LA@WPG","2024-04-01","Los Angeles Kings","Winnipeg Jets",3,4,0,0,0,0,0,0,0,0
"1184",1184,"45383-NYI@PHI","2024-04-01","New York Islanders","Philadelphia Flyers",3,3,0,0,0,0,1,0,0,0
"1185",1185,"45383-PIT@NYR","2024-04-01","Pittsburgh Penguins","New York Rangers",5,2,0,0,0,0,0,0,0,0
"1186",1186,"45383-SEA@SJ","2024-04-01","Seattle Kraken","San Jose Sharks",4,1,0,1,0,0,0,0,0,0
"1187",1187,"45384-ANA@CGY","2024-04-02","Anaheim Ducks","Calgary Flames",4,2,0,1,1,0,0,0,0,0
"1188",1188,"45384-BOS@NSH","2024-04-02","Boston Bruins","Nashville Predators",2,0,1,0,0,0,0,0,0,0
"1189",1189,"45384-CHI@NYI","2024-04-02","Chicago Blackhawks","New York Islanders",1,1,0,1,0,0,0,0,0,0
"1190",1190,"45384-FLA@MTL","2024-04-02","Florida Panthers","Montreal Canadiens",3,3,0,1,0,1,0,0,0,0
"1191",1191,"45384-OTT@MIN","2024-04-02","Ottawa Senators","Minnesota Wild",0,3,0,0,2,0,0,0,0,0
"1192",1192,"45384-PIT@NJ","2024-04-02","Pittsburgh Penguins","New Jersey Devils",5,2,0,1,1,0,0,0,0,0
"1193",1193,"45384-VAN@VGS","2024-04-02","Vancouver Canucks","Vegas Golden Knights",2,4,0,2,1,0,0,0,0,0
"1194",1194,"45384-WSH@BUF","2024-04-02","Washington Capitals","Buffalo Sabres",1,4,0,2,1,0,0,0,0,0
"1195",1195,"45385-EDM@DAL","2024-04-03","Edmonton Oilers","Dallas Stars",0,4,0,1,0,0,0,0,0,0
"1196",1196,"45385-NJ@NYR","2024-04-03","New Jersey Devils","New York Rangers",3,3,0,1,0,0,0,0,0,0
"1197",1197,"45385-SEA@LA","2024-04-03","Seattle Kraken","Los Angeles Kings",1,4,0,1,1,0,0,0,0,0
"1198",1198,"45385-TB@TOR","2024-04-03","Tampa Bay Lightning","Toronto Maple Leafs",4,0,0,1,0,0,0,0,0,0
"1199",1199,"45385-VAN@ARI","2024-04-03","Vancouver Canucks","Arizona Coyotes",1,0,0,1,1,0,0,0,0,0
"1200",1200,"45386-BOS@CAR","2024-04-04","Boston Bruins","Carolina Hurricanes",4,0,0,1,0,0,0,0,0,0
"1201",1201,"45386-CGY@WPG","2024-04-04","Calgary Flames","Winnipeg Jets",1,3,0,2,1,0,0,0,0,0
"1202",1202,"45386-COL@MIN","2024-04-04","Colorado Avalanche","Minnesota Wild",4,1,0,1,1,0,0,0,0,0
"1203",1203,"45386-FLA@OTT","2024-04-04","Florida Panthers","Ottawa Senators",5,0,0,0,1,0,0,0,0,0
"1204",1204,"45386-LA@SJ","2024-04-04","Los Angeles Kings","San Jose Sharks",2,1,0,0,0,0,0,0,0,0
"1205",1205,"45386-NYI@CBJ","2024-04-04","New York Islanders","Columbus Blue Jackets",3,1,0,1,1,0,0,0,0,0
"1206",1206,"45386-PIT@WSH","2024-04-04","Pittsburgh Penguins","Washington Capitals",4,0,0,1,0,0,0,0,0,0
"1207",1207,"45386-STL@NSH","2024-04-04","St. Louis Blues","Nashville Predators",2,3,0,2,1,1,0,0,0,0
"1208",1208,"45386-TB@MTL","2024-04-04","Tampa Bay Lightning","Montreal Canadiens",5,4,0,0,2,0,0,0,0,0
"1209",1209,"45387-COL@EDM","2024-04-05","Colorado Avalanche","Edmonton Oilers",2,6,0,0,0,0,0,0,0,0
"1210",1210,"45387-NYR@DET","2024-04-05","New York Rangers","Detroit Red Wings",3,2,0,1,1,0,0,0,0,0
"1211",1211,"45387-PHI@BUF","2024-04-05","Philadelphia Flyers","Buffalo Sabres",2,4,0,0,0,0,0,0,0,0
"1212",1212,"45387-SEA@ANA","2024-04-05","Seattle Kraken","Anaheim Ducks",2,1,0,0,1,0,0,0,0,0
"1213",1213,"45387-VGS@ARI","2024-04-05","Vegas Golden Knights","Arizona Coyotes",4,7,0,0,0,0,0,0,0,0
"1214",1214,"45387-WSH@CAR","2024-04-05","Washington Capitals","Carolina Hurricanes",2,2,0,2,0,0,0,0,0,0
"1215",1215,"45388-DAL@CHI","2024-04-06","Dallas Stars","Chicago Blackhawks",2,2,0,1,0,0,0,0,0,0
"1216",1216,"45388-EDM@CGY","2024-04-06","Edmonton Oilers","Calgary Flames",2,0,0,2,2,0,0,0,0,0
"1217",1217,"45388-FLA@BOS","2024-04-06","Florida Panthers","Boston Bruins",2,1,0,1,0,0,0,1,0,0
"1218",1218,"45388-NJ@OTT","2024-04-06","New Jersey Devils","Ottawa Senators",4,1,0,2,0,0,0,0,0,0
"1219",1219,"45388-NSH@NYI","2024-04-06","Nashville Predators","New York Islanders",0,2,0,0,0,0,0,0,0,0
"1220",1220,"45388-PHI@CBJ","2024-04-06","Philadelphia Flyers","Columbus Blue Jackets",2,5,0,1,0,0,0,0,0,0
"1221",1221,"45388-STL@SJ","2024-04-06","St. Louis Blues","San Jose Sharks",1,0,0,2,1,0,0,1,0,0
"1222",1222,"45388-TB@PIT","2024-04-06","Tampa Bay Lightning","Pittsburgh Penguins",2,5,0,0,2,0,0,0,0,0
"1223",1223,"45388-TOR@MTL","2024-04-06","Toronto Maple Leafs","Montreal Canadiens",4,1,0,1,0,0,0,0,0,0
"1224",1224,"45388-VAN@LA","2024-04-06","Vancouver Canucks","Los Angeles Kings",2,3,1,2,0,1,0,0,0,0
"1225",1225,"45388-WPG@MIN","2024-04-06","Winnipeg Jets","Minnesota Wild",4,1,0,1,0,0,0,0,0,0
"1226",1226,"45389-ARI@SJ","2024-04-07","Arizona Coyotes","San Jose Sharks",4,1,0,1,1,0,0,0,0,0
"1227",1227,"45389-BUF@DET","2024-04-07","Buffalo Sabres","Detroit Red Wings",0,2,0,1,1,0,0,0,0,0
"1228",1228,"45389-CBJ@CAR","2024-04-07","Columbus Blue Jackets","Carolina Hurricanes",0,2,0,1,0,0,0,0,0,0
"1229",1229,"45389-DAL@COL","2024-04-07","Dallas Stars","Colorado Avalanche",4,3,0,1,3,0,0,0,0,0
"1230",1230,"45389-MIN@CHI","2024-04-07","Minnesota Wild","Chicago Blackhawks",3,0,0,0,1,0,0,0,0,0
"1231",1231,"45389-MTL@NYR","2024-04-07","Montreal Canadiens","New York Rangers",2,3,0,2,0,0,0,0,0,0
"1232",1232,"45389-NSH@NJ","2024-04-07","Nashville Predators","New Jersey Devils",1,2,0,0,1,0,0,0,1,0
"1233",1233,"45389-OTT@WSH","2024-04-07","Ottawa Senators","Washington Capitals",2,2,0,0,0,0,1,0,0,0
"1234",1234,"45389-STL@ANA","2024-04-07","St. Louis Blues","Anaheim Ducks",3,4,0,1,2,0,0,0,1,0
"1235",1235,"45390-PIT@TOR","2024-04-08","Pittsburgh Penguins","Toronto Maple Leafs",2,1,0,1,0,0,0,1,0,0
"1236",1236,"45390-VGS@VAN","2024-04-08","Vegas Golden Knights","Vancouver Canucks",1,2,0,2,2,0,0,0,0,0
"1237",1237,"45391-ARI@SEA","2024-04-09","Arizona Coyotes","Seattle Kraken",0,4,0,1,0,0,0,0,0,0
"1238",1238,"45391-BUF@DAL","2024-04-09","Buffalo Sabres","Dallas Stars",2,3,0,0,0,0,0,0,0,0
