"","date","home_team","away_team","ft_home","fg_home","threes_home","ft_away","fg_away","threes_away"
"1229","04/17/2024","Philadelphia","Miami",21,24,12,14,24,14
"1230","04/17/2024","Chicago","Atlanta",12,43,11,23,30,11
"1231","04/19/2024","Miami","Chicago",22,24,14,8,22,13
"1232","04/19/2024","New Orleans","Sacramento",10,37,7,15,25,11
"1233","04/20/2024","Cleveland","Orlando",17,28,8,19,20,8
"1234","04/20/2024","Minnesota","Phoenix",20,32,12,20,24,9
"1235","04/20/2024","New York","Philadelphia",23,20,16,20,24,12
"1236","04/20/2024","Denver","LA Lakers",5,32,15,17,31,8
"1237","04/21/2024","Boston","Miami",14,17,22,6,26,12
"1238","04/21/2024","LA Clippers","Dallas",11,22,18,25,21,10
"1239","04/21/2024","Milwaukee","Indiana",13,27,14,14,28,8
"1240","04/21/2024","Oklahoma City","New Orleans",10,27,10,7,26,11
"1241","04/22/2024","Cleveland","Orlando",16,22,12,19,20,9
"1242","04/22/2024","New York","Philadelphia",19,26,11,16,23,13
"1243","04/22/2024","Denver","LA Lakers",15,31,8,10,25,13
"1244","04/23/2024","Minnesota","Phoenix",26,26,9,15,27,8
"1245","04/23/2024","Milwaukee","Indiana",19,25,13,9,34,16
"1246","04/23/2024","LA Clippers","Dallas",21,24,8,18,18,14
"1247","04/24/2024","Boston","Miami",15,25,12,14,14,23
"1248","04/24/2024","Oklahoma City","New Orleans",18,32,14,19,26,7
"1249","04/25/2024","Orlando","Cleveland",14,34,13,11,24,8
"1250","04/25/2024","Philadelphia","New York",28,26,15,13,31,13
"1251","04/25/2024","LA Lakers","Denver",12,39,5,19,39,5
"1252","04/26/2024","Indiana","Milwaukee",18,32,13,26,31,10
"1253","04/26/2024","Dallas","LA Clippers",14,30,9,16,22,10
"1254","04/26/2024","Phoenix","Minnesota",28,24,11,27,30,13
"1255","04/27/2024","Orlando","Cleveland",14,31,12,17,30,4
"1256","04/27/2024","New Orleans","Oklahoma City",12,23,9,9,23,17
"1257","04/27/2024","Miami","Boston",11,23,9,15,28,11
"1258","04/27/2024","LA Lakers","Denver",15,40,8,21,30,9
"1259","04/28/2024","Philadelphia","New York",25,20,9,16,30,7
"1260","04/28/2024","Dallas","LA Clippers",20,29,11,12,25,18
"1261","04/28/2024","Indiana","Milwaukee",12,24,22,9,34,12
"1262","04/28/2024","Phoenix","Minnesota",30,28,10,25,26,15
"1263","04/29/2024","Miami","Boston",9,26,9,16,22,14
"1264","04/29/2024","New Orleans","Oklahoma City",17,24,8,15,23,12
"1265","04/29/2024","Denver","LA Lakers",8,26,16,18,29,10
"1266","04/30/2024","New York","Philadelphia",16,30,10,13,27,15
"1267","04/30/2024","Cleveland","Orlando",15,25,13,22,27,9
"1268","04/30/2024","Milwaukee","Indiana",16,33,11,8,24,12
"1269","05/01/2024","Boston","Miami",18,26,16,9,33,3
"1270","05/01/2024","LA Clippers","Dallas",18,24,9,15,33,14
"1271","05/02/2024","Indiana","Milwaukee",15,33,13,21,28,7
"1272","05/02/2024","Philadelphia","New York",22,21,17,18,29,14
"1273","05/03/2024","Orlando","Cleveland",22,24,11,5,35,7
"1274","05/03/2024","Dallas","LA Clippers",22,28,12,25,26,8
"1275","05/04/2024","Denver","Minnesota",16,22,13,9,32,11
"1276","05/05/2024","Cleveland","Orlando",30,26,8,26,19,10
"1277","05/06/2024","New York","Indiana",22,33,11,15,36,10
"1278","05/06/2024","Denver","Minnesota",13,20,9,9,29,13
"1279","05/07/2024","Boston","Cleveland",12,27,18,10,26,11
"1280","05/07/2024","Oklahoma City","Dallas",21,24,16,17,21,12
"1281","05/08/2024","New York","Indiana",18,35,14,10,33,15
"1282","05/09/2024","Boston","Cleveland",20,25,8,11,34,13
"1283","05/09/2024","Oklahoma City","Dallas",16,32,10,17,24,18
"1284","05/10/2024","Indiana","New York",15,30,12,16,24,14
"1285","05/10/2024","Minnesota","Denver",18,21,10,17,29,14
"1286","05/11/2024","Dallas","Oklahoma City",16,28,11,15,28,10
"1287","05/11/2024","Cleveland","Boston",9,24,12,11,28,13
"1288","05/12/2024","Indiana","New York",7,36,14,22,23,7
"1289","05/12/2024","Minnesota","Denver",18,28,11,12,32,13
"1290","05/13/2024","Cleveland","Boston",5,26,15,21,26,12
"1291","05/13/2024","Dallas","Oklahoma City",12,24,12,23,28,7
"1292","05/14/2024","New York","Indiana",15,35,12,17,19,12
"1293","05/14/2024","Denver","Minnesota",15,35,9,13,30,8
"1294","05/15/2024","Boston","Cleveland",10,23,19,9,25,13
"1295","05/15/2024","Oklahoma City","Dallas",8,27,10,10,26,14
"1296","05/16/2024","Minnesota","Denver",20,25,15,11,19,7
"1297","05/17/2024","Indiana","New York",9,40,9,18,23,13
"1298","05/18/2024","Dallas","Oklahoma City",17,26,16,13,29,15
"1299","05/19/2024","New York","Indiana",24,23,13,11,40,13
"1300","05/19/2024","Denver","Minnesota",14,26,8,26,21,10
"1301","05/21/2024","Boston","Indiana",24,32,15,9,40,13
"1302","05/22/2024","Minnesota","Dallas",11,20,18,16,37,6
"1303","05/23/2024","Boston","Indiana",17,32,15,11,33,11
"1304","05/24/2024","Minnesota","Dallas",26,23,12,15,29,12
"1305","05/25/2024","Indiana","Boston",14,41,5,20,23,16
"1306","05/26/2024","Dallas","Minnesota",26,24,14,12,34,9
"1307","05/27/2024","Indiana","Boston",12,30,10,11,26,14
"1308","05/28/2024","Dallas","Minnesota",18,20,14,16,28,11
"1309","05/30/2024","Minnesota","Dallas",17,28,10,17,31,15
"1310","06/06/2024","Boston","Dallas",13,23,16,12,28,7
"1311","06/09/2024","Boston","Dallas",19,28,10,16,32,6
"1312","06/12/2024","Dallas","Boston",14,29,9,13,21,17
"1313","06/14/2024","Dallas","Boston",15,31,15,12,15,14
"1314","06/17/2024","Boston","Dallas",17,25,13,7,24,11
