"","team","home_points","home_goals.scored","home_goals.conceded","home_xg.for","home_xg.against","away_points","away_goals.scored","away_goals.conceded","away_xg.for","away_xg.against","total_goals.scored","total_goals.conceded","goals_scored.2019","goals_against.2019","xg_for.2019","xg_against.2019","points.2019","average_points","total_xg.for","total_xg.against","year","goals_scored.2020","goals_against.2020","xg_for.2020","xg_against.2020","points.2020","goals_scored.2021","goals_against.2021","xg_for.2021","xg_against.2021","points.2021","goals_scored.2022","goals_against.2022","xg_for.2022","xg_against.2022","points.2022","goals_scored.2023","goals_against.2023","xg_for.2023","xg_against.2023","points.2023"
"64","Empoli",17,1.47368421052632,2.31578947368421,1.26842105263158,2.04736842105263,24,1.15789473684211,1.36842105263158,1.1,1.41578947368421,2.63157894736842,3.68421052631579,NA,NA,NA,NA,NA,1.07894736842105,2.36842105263158,3.46315789473684,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31578947368421,1.84210526315789,1.18421052631579,1.73157894736842,41,NA,NA,NA,NA,NA
"65","Fiorentina",41,2,1.05263157894737,1.94210526315789,0.926315789473684,21,1.10526315789474,1.63157894736842,1.21578947368421,1.21052631578947,3.10526315789474,2.68421052631579,NA,NA,NA,NA,NA,1.63157894736842,3.1578947368421,2.13684210526316,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55263157894737,1.34210526315789,1.57894736842105,1.06842105263158,62,NA,NA,NA,NA,NA
"66","Genoa",17,0.736842105263158,1.31578947368421,0.994736842105263,1.20526315789474,11,0.68421052631579,1.84210526315789,0.968421052631579,1.65263157894737,1.42105263157895,3.1578947368421,NA,NA,NA,NA,NA,0.736842105263158,1.96315789473684,2.85789473684211,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.710526315789474,1.57894736842105,0.981578947368421,1.42894736842105,28,NA,NA,NA,NA,NA
"67","Hellas Verona",30,1.78947368421053,1.31578947368421,1.3,1.16842105263158,23,1.63157894736842,1.78947368421053,1.35263157894737,1.39473684210526,3.42105263157895,3.10526315789474,NA,NA,NA,NA,NA,1.39473684210526,2.65263157894737,2.56315789473684,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71052631578947,1.55263157894737,1.32631578947368,1.28157894736842,53,NA,NA,NA,NA,NA
"68","Inter",45,2.52631578947368,0.842105263157895,2.36842105263158,0.942105263157895,39,1.89473684210526,0.842105263157895,1.91578947368421,1.11578947368421,4.42105263157895,1.68421052631579,NA,NA,NA,NA,NA,2.21052631578947,4.28421052631579,2.05789473684211,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21052631578947,0.842105263157895,2.14210526315789,1.02894736842105,84,NA,NA,NA,NA,NA
"69","Juventus",35,1.31578947368421,0.736842105263158,1.43684210526316,0.763157894736842,35,1.68421052631579,1.21052631578947,1.27894736842105,1.23684210526316,3,1.94736842105263,NA,NA,NA,NA,NA,1.84210526315789,2.71578947368421,2,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.973684210526316,1.35789473684211,1,70,NA,NA,NA,NA,NA
"70","Lazio",36,2.21052631578947,1.31578947368421,1.61052631578947,1.24210526315789,28,1.84210526315789,1.73684210526316,1.29473684210526,1.26842105263158,4.05263157894737,3.05263157894737,NA,NA,NA,NA,NA,1.68421052631579,2.90526315789474,2.51052631578947,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02631578947368,1.52631578947368,1.45263157894737,1.25526315789474,64,NA,NA,NA,NA,NA
"71","Milan",40,1.47368421052632,0.631578947368421,1.50526315789474,0.8,46,2.15789473684211,1,1.64736842105263,1.07894736842105,3.63157894736842,1.63157894736842,NA,NA,NA,NA,NA,2.26315789473684,3.15263157894737,1.87894736842105,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81578947368421,0.81578947368421,1.57631578947368,0.939473684210526,86,NA,NA,NA,NA,NA
"72","Napoli",36,1.94736842105263,0.842105263157895,1.67894736842105,0.742105263157895,43,1.94736842105263,0.789473684210526,1.37894736842105,0.978947368421053,3.89473684210526,1.63157894736842,NA,NA,NA,NA,NA,2.07894736842105,3.05789473684211,1.72105263157895,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94736842105263,0.81578947368421,1.52894736842105,0.860526315789474,79,NA,NA,NA,NA,NA
"73","Roma",36,1.36842105263158,0.842105263157895,1.66315789473684,0.889473684210526,27,1.73684210526316,1.42105263157895,1.76842105263158,1.11578947368421,3.10526315789474,2.26315789473684,NA,NA,NA,NA,NA,1.65789473684211,3.43157894736842,2.00526315789474,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55263157894737,1.13157894736842,1.71578947368421,1.00263157894737,63,NA,NA,NA,NA,NA
"74","Salernitana",15,0.894736842105263,2.05263157894737,0.98421052631579,1.61052631578947,16,0.842105263157895,2.05263157894737,0.921052631578947,1.82631578947368,1.73684210526316,4.10526315789474,NA,NA,NA,NA,NA,0.81578947368421,1.90526315789474,3.43684210526316,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868421052631579,2.05263157894737,0.952631578947368,1.71842105263158,31,NA,NA,NA,NA,NA
"75","Sampdoria",21,1.52631578947368,1.68421052631579,1.1,1.23684210526316,15,0.894736842105263,1.63157894736842,0.831578947368421,1.71052631578947,2.42105263157895,3.31578947368421,NA,NA,NA,NA,NA,0.947368421052632,1.93157894736842,2.94736842105263,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21052631578947,1.65789473684211,0.96578947368421,1.47368421052632,36,NA,NA,NA,NA,NA
"76","Sassuolo",24,1.42105263157895,1.57894736842105,1.34210526315789,1.49473684210526,26,1.94736842105263,1.89473684210526,1.57894736842105,2,3.36842105263158,3.47368421052632,NA,NA,NA,NA,NA,1.31578947368421,2.92105263157895,3.49473684210526,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68421052631579,1.73684210526316,1.46052631578947,1.74736842105263,50,NA,NA,NA,NA,NA
"77","Spezia",18,1.10526315789474,1.57894736842105,1.16842105263158,1.61052631578947,18,1.05263157894737,2.15789473684211,0.942105263157895,1.76842105263158,2.15789473684211,3.73684210526316,NA,NA,NA,NA,NA,0.947368421052632,2.11052631578947,3.37894736842105,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07894736842105,1.86842105263158,1.05526315789474,1.68947368421053,36,NA,NA,NA,NA,NA
"78","Torino",29,1.52631578947368,1.10526315789474,1.44210526315789,1.05263157894737,21,0.894736842105263,1.05263157894737,1.12105263157895,0.978947368421053,2.42105263157895,2.15789473684211,NA,NA,NA,NA,NA,1.31578947368421,2.56315789473684,2.03157894736842,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21052631578947,1.07894736842105,1.28157894736842,1.01578947368421,50,NA,NA,NA,NA,NA
"79","Udinese",25,1.63157894736842,1.52631578947368,1.38947368421053,1.38947368421053,22,1.57894736842105,1.52631578947368,1.31578947368421,1.38421052631579,3.21052631578947,3.05263157894737,NA,NA,NA,NA,NA,1.23684210526316,2.70526315789474,2.77368421052632,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.60526315789474,1.52631578947368,1.35263157894737,1.38684210526316,47,NA,NA,NA,NA,NA
"80","Venezia",14,1.10526315789474,2,1.22631578947368,1.98421052631579,13,0.68421052631579,1.63157894736842,0.694736842105263,1.8,1.78947368421053,3.63157894736842,NA,NA,NA,NA,NA,0.710526315789474,1.92105263157895,3.78421052631579,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894736842105263,1.81578947368421,0.960526315789474,1.89210526315789,27,NA,NA,NA,NA,NA
"81","Atalanta",33,2,1.36842105263158,1.71052631578947,0.936842105263158,31,1.47368421052632,1.15789473684211,1.32105263157895,1.24210526315789,3.47368421052632,2.52631578947368,NA,NA,NA,NA,NA,1.68421052631579,3.03157894736842,2.17894736842105,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73684210526316,1.26315789473684,1.51578947368421,1.08947368421053,64
"82","Bologna",30,1.26315789473684,0.736842105263158,1.15263157894737,1.13684210526316,24,1.52631578947368,1.84210526315789,1.14210526315789,1.43157894736842,2.78947368421053,2.57894736842105,NA,NA,NA,NA,NA,1.42105263157895,2.29473684210526,2.56842105263158,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39473684210526,1.28947368421053,1.14736842105263,1.28421052631579,54
"83","Cremonese",16,0.789473684210526,1.63157894736842,1.01578947368421,1.78947368421053,11,1.10526315789474,2,1.04210526315789,1.69473684210526,1.89473684210526,3.63157894736842,NA,NA,NA,NA,NA,0.710526315789474,2.05789473684211,3.48421052631579,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947368421052632,1.81578947368421,1.02894736842105,1.74210526315789,27
"84","Empoli",28,1.15789473684211,1.21052631578947,1.23157894736842,1.44736842105263,15,0.789473684210526,1.36842105263158,0.805263157894737,1.61052631578947,1.94736842105263,2.57894736842105,NA,NA,NA,NA,NA,1.13157894736842,2.03684210526316,3.0578947368421,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973684210526316,1.28947368421053,1.01842105263158,1.52894736842105,43
"85","Fiorentina",33,1.57894736842105,1.15789473684211,1.79473684210526,1.05263157894737,23,1.21052631578947,1.10526315789474,1.08947368421053,1.24210526315789,2.78947368421053,2.26315789473684,NA,NA,NA,NA,NA,1.47368421052632,2.88421052631579,2.29473684210526,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39473684210526,1.13157894736842,1.44210526315789,1.14736842105263,56
"86","Hellas Verona",21,1.05263157894737,1.68421052631579,1.06315789473684,1.42631578947368,13,0.7,1.4,0.82,1.24,1.75263157894737,3.08421052631579,NA,NA,NA,NA,NA,0.894736842105263,1.88315789473684,2.66631578947368,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876315789473684,1.54210526315789,0.941578947368421,1.33315789473684,34
"87","Inter",42,1.94736842105263,0.736842105263158,1.81052631578947,0.8,30,1.78947368421053,1.47368421052632,1.77894736842105,1.12105263157895,3.73684210526316,2.21052631578947,NA,NA,NA,NA,NA,1.89473684210526,3.58947368421053,1.92105263157895,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86842105263158,1.10526315789474,1.79473684210526,0.960526315789474,72
"88","Juventus",42,2,0.789473684210526,1.62631578947368,0.852631578947368,30,0.947368421052632,0.947368421052632,1.28947368421053,1.32631578947368,2.94736842105263,1.73684210526316,NA,NA,NA,NA,NA,1.89473684210526,2.91578947368421,2.17894736842105,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47368421052632,0.868421052631579,1.4578947368421,1.08947368421053,72
"89","Lazio",37,1.68421052631579,0.947368421052632,1.31578947368421,1.12105263157895,37,1.47368421052632,0.631578947368421,1.37368421052632,1.04736842105263,3.1578947368421,1.57894736842105,NA,NA,NA,NA,NA,1.94736842105263,2.68947368421053,2.16842105263158,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57894736842105,0.789473684210526,1.34473684210526,1.08421052631579,74
"90","Lecce",17,0.947368421052632,1.26315789473684,1.06315789473684,0.936842105263158,19,0.789473684210526,1.15789473684211,0.842105263157895,1.29473684210526,1.73684210526316,2.42105263157895,NA,NA,NA,NA,NA,0.947368421052632,1.90526315789474,2.23157894736842,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.868421052631579,1.21052631578947,0.952631578947368,1.11578947368421,36
"91","Milan",43,2.15789473684211,1.05263157894737,1.74736842105263,0.973684210526316,27,1.21052631578947,1.21052631578947,1.34736842105263,1.17894736842105,3.36842105263158,2.26315789473684,NA,NA,NA,NA,NA,1.84210526315789,3.09473684210526,2.15263157894737,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68421052631579,1.13157894736842,1.54736842105263,1.07631578947368,70
"92","Monza",26,1.31578947368421,1.15789473684211,1.36842105263158,1.17368421052632,26,1.21052631578947,1.57894736842105,1.05789473684211,1.53157894736842,2.52631578947368,2.73684210526316,NA,NA,NA,NA,NA,1.36842105263158,2.42631578947368,2.70526315789474,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26315789473684,1.36842105263158,1.21315789473684,1.35263157894737,52
"93","Napoli",45,2.10526315789474,0.789473684210526,1.66842105263158,0.731578947368421,45,1.94736842105263,0.68421052631579,1.73684210526316,0.952631578947368,4.05263157894737,1.47368421052632,NA,NA,NA,NA,NA,2.36842105263158,3.40526315789474,1.68421052631579,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02631578947368,0.736842105263158,1.70263157894737,0.842105263157895,90
"94","Roma",36,1.47368421052632,0.789473684210526,1.58421052631579,0.905263157894737,27,1.15789473684211,1.21052631578947,1.42631578947368,0.789473684210526,2.63157894736842,2,NA,NA,NA,NA,NA,1.65789473684211,3.01052631578947,1.69473684210526,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31578947368421,1,1.50526315789474,0.847368421052632,63
"95","Salernitana",27,1.57894736842105,1.36842105263158,1.07368421052632,1.7,15,0.947368421052632,1.89473684210526,0.873684210526316,1.83684210526316,2.52631578947368,3.26315789473684,NA,NA,NA,NA,NA,1.10526315789474,1.94736842105263,3.53684210526316,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26315789473684,1.63157894736842,0.973684210526316,1.76842105263158,42
"96","Sampdoria",10,0.631578947368421,1.47368421052632,0.994736842105263,1.60526315789474,9,0.631578947368421,2.26315789473684,0.805263157894737,1.88421052631579,1.26315789473684,3.73684210526316,NA,NA,NA,NA,NA,0.5,1.8,3.48947368421053,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631578947368421,1.86842105263158,0.9,1.74473684210526,19
"97","Sassuolo",28,1.26315789473684,1.21052631578947,1.24736842105263,1.21578947368421,17,1.21052631578947,2,1.47368421052632,1.41052631578947,2.47368421052632,3.21052631578947,NA,NA,NA,NA,NA,1.18421052631579,2.72105263157895,2.62631578947368,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23684210526316,1.60526315789474,1.36052631578947,1.31315789473684,45
"98","Spezia",20,0.95,1.65,1.175,1.545,11,0.68421052631579,1.68421052631579,1.05789473684211,1.54736842105263,1.63421052631579,3.33421052631579,NA,NA,NA,NA,NA,0.81578947368421,2.23289473684211,3.09236842105263,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817105263157895,1.66710526315789,1.11644736842105,1.54618421052632,31
"99","Torino",22,0.789473684210526,1,1.03684210526316,0.878947368421053,31,1.42105263157895,1.15789473684211,1.17368421052632,1.22105263157895,2.21052631578947,2.15789473684211,NA,NA,NA,NA,NA,1.39473684210526,2.21052631578947,2.1,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10526315789474,1.07894736842105,1.10526315789474,1.05,53
"100","Udinese",27,1.57894736842105,1.05263157894737,1.44210526315789,1.21052631578947,19,0.894736842105263,1.47368421052632,1.02105263157895,1.51578947368421,2.47368421052632,2.52631578947368,NA,NA,NA,NA,NA,1.21052631578947,2.46315789473684,2.72631578947368,2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23684210526316,1.26315789473684,1.23157894736842,1.36315789473684,46
